"","word","n"
"840","wrong wrong",16
"841","yeah girl",16
"842","yeah yeahyeah",16
"843","yesterday yesterday",16
"844","acomin better",15
"845","arm know",15
"846","away look",15
"847","away yeah",15
"848","baby love",15
"849","baby nothin",15
"850","baby stay",15
"851","bout time",15
"852","bring sweet",15
"853","carry away",15
"854","cause baby",15
"855","chica chica",15
"856","come bouncin",15
"857","come follow",15
"858","come heart",15
"859","come hurt",15
"860","come little",15
"861","come world",15
"862","comfortably lovely",15
"863","cross bridge",15
"864","darling heart",15
"865","days comin",15
"866","deep december",15
"867","dream go",15
"868","fall like",15
"869","farmer daughter",15
"870","feel pain",15
"871","forget baby",15
"872","forget forget",15
"873","friends know",15
"874","girl away",15
"875","girl better",15
"876","girl say",15
"877","girl time",15
"878","go tambourine",15
"879","gonna want",15
"880","good care",15
"881","goodbye know",15
"882","gotta right",15
"883","hangin round",15
"884","hard know",15
"885","hear music",15
"886","heart fool",15
"887","heart turn",15
"888","hold fear",15
"889","home tomorrow",15
"890","hurt baby",15
"891","jealous heart",15
"892","kneel cross",15
"893","know forget",15
"894","late night",15
"895","leave go",15
"896","life world",15
"897","listen blue",15
"898","little tear",15
"899","live today",15
"900","live world",15
"901","lonely blue",15
"902","lonely hearts",15
"903","lonely world",15
"904","long hold",15
"905","long live",15
"906","love arm",15
"907","love baby",15
"908","love girl",15
"909","marä a",15
"910","marmelstein miss",15
"911","mind time",15
"912","miss know",15
"913","morning morning",15
"914","news news",15
"915","night cry",15
"916","night go",15
"917","night walk",15
"918","oooooo shit",15
"919","play tune",15
"920","real feel",15
"921","right leave",15
"922","say like",15
"923","say love",15
"924","say night",15
"925","send home",15
"926","sleep dream",15
"927","stay home",15
"928","stay like",15
"929","stop love",15
"930","surfers rule",15
"931","sweet things",15
"932","take place",15
"933","tear rain",15
"934","think better",15
"935","thrill go",15
"936","time away",15
"937","time like",15
"938","time need",15
"939","time sleepy",15
"940","time want",15
"941","today go",15
"942","tonight gonna",15
"943","true darlin",15
"944","wake morning",15
"945","wed bell",15
"946","wed ring",15
"947","winter wonderland",15
"948","work hard",15
"949","wrong long",15
"950","away baby",14
"951","away heart",14
"952","baby take",14
"953","blue dream",14
"954","break away",14
"955","bring pain",14
"956","bungalow kill",14
"957","burn burn",14
"958","call luie",14
"959","cause need",14
"960","change memory",14
"961","chiminey chim",14
"962","cold wind",14
"963","come feel",14
"964","come lonely",14
"965","darling know",14
"966","dear know",14
"967","dearest darling",14
"968","dream fade",14
"969","elusive dream",14
"970","fade change",14
"971","felt like",14
"972","game people",14
"973","girl break",14
"974","girl world",14
"975","go like",14
"976","go live",14
"977","go reason",14
"978","good feelin",14
"979","good know",14
"980","good mornin",14
"981","good woman",14
"982","hand touch",14
"983","hear whisper",14
"984","heart fill",14
"985","heart gonna",14
"986","hide tear",14
"987","home belong",14
"988","home cause",14
"989","home yeah",14
"990","kill bungalow",14
"991","kiss like",14
"992","kiss yeah",14
"993","know bring",14
"994","know kiss",14
"995","know little",14
"996","know miss",14
"997","know stand",14
"998","know sure",14
"999","leave blue",14
"1000","leave gonna",14
"1001","letter say",14
"1002","like heart",14
"1003","little baby",14
"1004","lonely know",14
"1005","lord gonna",14
"1006","lose time",14
"1007","memory fade",14
"1008","mind break",14
"1009","mind go",14
"1010","need sweet",14
"1011","night want",14
"1012","obladi oblada",14
"1013","people know",14
"1014","people play",14
"1015","pretty baby",14
"1016","remember love",14
"1017","right away",14
"1018","ring ring",14
"1019","river tear",14
"1020","roll roll",14
"1021","say baby",14
"1022","share know",14
"1023","shit matter",14
"1024","sisters land",14
"1025","sky blue",14
"1026","smile smile",14
"1027","soul gonna",14
"1028","stay long",14
"1029","stay mind",14
"1030","strong strong",14
"1031","tear river",14
"1032","teardrops start",14
"1033","tell bout",14
"1034","tell people",14
"1035","tell want",14
"1036","tell wrong",14
"1037","things life",14
"1038","think go",14
"1039","think things",14
"1040","tonight say",14
"1041","truth woman",14
"1042","wear ring",14
"1043","wide open",14
"1044","wish heart",14
"1045","word heart",14
"1046","word tell",14
"1047","world fall",14
"1048","yack yack",14
"1049","years pass",14
"1050","autumn leave",13
"1051","away life",13
"1052","away throw",13
"1053","baby friends",13
"1054","baby stand",13
"1055","backroads rivers",13
"1056","beat drum",13
"1057","beg beg",13
"1058","believe go",13
"1059","better easy",13
"1060","bitch like",13
"1061","bits piece",13
"1062","blue christmas",13
"1063","blue sky",13
"1064","blue world",13
"1065","bout girl",13
"1066","bout things",13
"1067","bridge cross",13
"1068","bring dream",13
"1069","bristol stomp",13
"1070","cause lonely",13
"1071","change world",13
"1072","church bell",13
"1073","come girl",13
"1074","come hand",13
"1075","come hear",13
"1076","come lovely",13
"1077","come roll",13
"1078","come stay",13
"1079","come today",13
"1080","come walk",13
"1081","darling darling",13
"1082","days thirty",13
"1083","dead go",13
"1084","different world",13
"1085","doubt fear",13
"1086","dream darling",13
"1087","dream live",13
"1088","drown tear",13
"1089","easy forget",13
"1090","everybody everybody",13
"1091","fall piece",13
"1092","farewell farewell",13
"1093","fear come",13
"1094","feel go",13
"1095","feel inside",13
"1096","feel know",13
"1097","fiftyfour engine",13
"1098","fool know",13
"1099","forever live",13
"1100","girl come",13
"1101","girl go",13
"1102","girl hold",13
"1103","girl long",13
"1104","give take",13
"1105","gonna change",13
"1106","gonna tell",13
"1107","hear say",13
"1108","hear sound",13
"1109","heart forever",13
"1110","high time",13
"1111","higher grind",13
"1112","home night",13
"1113","iiiiii iiiiii",13
"1114","jingle jangle",13
"1115","kind fool",13
"1116","kiss thrill",13
"1117","knees pray",13
"1118","know cause",13
"1119","know people",13
"1120","know world",13
"1121","know wouldn",13
"1122","leave heart",13
"1123","leave world",13
"1124","life shine",13
"1125","life yeah",13
"1126","like break",13
"1127","like cause",13
"1128","like love",13
"1129","like toy",13
"1130","little know",13
"1131","live mean",13
"1132","livin head",13
"1133","look face",13
"1134","look inside",13
"1135","love bring",13
"1136","maid lovely",13
"1137","make believe",13
"1138","make difference",13
"1139","marshmallow world",13
"1140","money go",13
"1141","money need",13
"1142","movin home",13
"1143","music sweet",13
"1144","oblada life",13
"1145","right hand",13
"1146","right whoa",13
"1147","ring golden",13
"1148","ring hear",13
"1149","roll away",13
"1150","sail away",13
"1151","say better",13
"1152","see know",13
"1153","shake baby",13
"1154","shoot bang",13
"1155","sing lullaby",13
"1156","smoke smoke",13
"1157","someday gonna",13
"1158","somethin goin",13
"1159","song word",13
"1160","start fall",13
"1161","stay awhile",13
"1162","stay come",13
"1163","steal away",13
"1164","sweet nothin",13
"1165","sweet tender",13
"1166","tear like",13
"1167","teardrops fall",13
"1168","tell darling",13
"1169","tender kiss",13
"1170","things know",13
"1171","think smart",13
"1172","thrill thrill",13
"1173","throw punch",13
"1174","time cause",13
"1175","time roll",13
"1176","time yeah",13
"1177","today time",13
"1178","tomorrow cry",13
"1179","tonight tell",13
"1180","trouble mind",13
"1181","turn go",13
"1182","vaya dios",13
"1183","walkin dream",13
"1184","wanna home",13
"1185","want like",13
"1186","want throw",13
"1187","want time",13
"1188","ways ways",13
"1189","whoa right",13
"1190","whoa yeah",13
"1191","wish like",13
"1192","woman go",13
"1193","woman lord",13
"1194","wonder tonight",13
"1195","word music",13
"1196","yeah bitch",13
"1197","yeah pull",13
"1198","alright feelin",12
"1199","appear long",12
"1200","arm baby",12
"1201","arm open",12
"1202","away need",12
"1203","away tell",12
"1204","baby comin",12
"1205","baby shake",12
"1206","baby stop",12
"1207","baby tell",12
"1208","better things",12
"1209","break dust",12
"1210","break fall",12
"1211","break hearted",12
"1212","break little",12
"1213","build dream",12
"1214","california dreamin",12
"1215","cause break",12
"1216","change lonely",12
"1217","close close",12
"1218","close heart",12
"1219","come followin",12
"1220","come good",12
"1221","come leave",12
"1222","come look",12
"1223","come queen",12
"1224","come tell",12
"1225","come want",12
"1226","creepy crawly",12
"1227","cry river",12
"1228","darling hunger",12
"1229","darling tell",12
"1230","daughter farmer",12
"1231","dear come",12
"1232","death come",12
"1233","deep blue",12
"1234","dingdongding ringalinga",12
"1235","doom bopa",12
"1236","drum sound",12
"1237","eye realize",12
"1238","eye smile",12
"1239","fade picture",12
"1240","farewell summer",12
"1241","fifaifideliio fifaifideliio",12
"1242","foot tonight",12
"1243","girl acomin",12
"1244","girl yeahyeah",12
"1245","go foot",12
"1246","go time",12
"1247","go walk",12
"1248","goin away",12
"1249","gonna need",12
"1250","good babe",12
"1251","grow accustom",12
"1252","gurdy gurdy",12
"1253","gurdy sing",12
"1254","hand heart",12
"1255","hand tie",12
"1256","hard time",12
"1257","hear news",12
"1258","hear whistle",12
"1259","heart need",12
"1260","heart pain",12
"1261","heart say",12
"1262","help help",12
"1263","hide away",12
"1264","hold know",12
"1265","houston houston",12
"1266","hurtin hurtin",12
"1267","inside outside",12
"1268","jones jones",12
"1269","kind september",12
"1270","kinds teardrops",12
"1271","kiss face",12
"1272","know kind",12
"1273","know lonely",12
"1274","know look",12
"1275","know wanna",12
"1276","learn live",12
"1277","leave break",12
"1278","leave cry",12
"1279","letter write",12
"1280","life lose",12
"1281","like feel",12
"1282","like fuck",12
"1283","like rain",12
"1284","listen play",12
"1285","little prayer",12
"1286","live gonna",12
"1287","live past",12
"1288","long forever",12
"1289","look away",12
"1290","look baby",12
"1291","look smile",12
"1292","look teardrops",12
"1293","lookin bully",12
"1294","lose heart",12
"1295","lose sauce",12
"1296","love little",12
"1297","love true",12
"1298","lovely weather",12
"1299","luie luie",12
"1300","mena bally",12
"1301","mind leave",12
"1302","mind life",12
"1303","moon shin",12
"1304","nashville cat",12
"1305","need kiss",12
"1306","night sleep",12
"1307","night star",12
"1308","party tonight",12
"1309","piece bits",12
"1310","pin needle",12
"1311","place hide",12
"1312","power blood",12
"1313","pretty little",12
"1314","promise break",12
"1315","radical away",12
"1316","reach arm",12
"1317","remember kind",12
"1318","riot white",12
"1319","room room",12
"1320","round go",12
"1321","sacco sacco",12
"1322","sauce damn",12
"1323","say come",12
"1324","say gonna",12
"1325","say long",12
"1326","say want",12
"1327","scar child",12
"1328","september rain",12
"1329","shit oooooo",12
"1330","shoe blue",12
"1331","shoe go",12
"1332","singin song",12
"1333","sleep imagine",12
"1334","sleigh ride",12
"1335","somebody fool",12
"1336","somebody tell",12
"1337","song jingle",12
"1338","songs sing",12
"1339","soul soul",12
"1340","sound sound",12
"1341","stay little",12
"1342","stop stop",12
"1343","street dead",12
"1344","street place",12
"1345","summer farewell",12
"1346","summer time",12
"1347","sweet lips",12
"1348","tcha right",12
"1349","tear away",12
"1350","tear start",12
"1351","thing know",12
"1352","things say",12
"1353","time gotta",12
"1354","time kiss",12
"1355","time love",12
"1356","time pass",12
"1357","tire wait",12
"1358","trick treat",12
"1359","true cause",12
"1360","true dream",12
"1361","true want",12
"1362","true word",12
"1363","voice hear",12
"1364","voodoo voodoo",12
"1365","wait come",12
"1366","walk know",12
"1367","walk lonely",12
"1368","want tell",12
"1369","want yeahyeah",12
"1370","watch better",12
"1371","weather sleigh",12
"1372","wish arm",12
"1373","wonderful world",12
"1374","word know",12
"1375","world better",12
"1376","world people",12
"1377","yeah blue",12
"1378","yeah hear",12
"1379","yeah sweet",12
"1380","yeah time",12
"1381","yesterday go",12
"1382","young life",12
"1383","away believe",11
"1384","away charm",11
"1385","away dream",11
"1386","away knees",11
"1387","away ride",11
"1388","away shoot",11
"1389","baby cry",11
"1390","baby dream",11
"1391","ball tonight",11
"1392","believe heart",11
"1393","black veil",11
"1394","black white",11
"1395","blood pressure",11
"1396","blue heart",11
"1397","blue heartache",11
"1398","blue know",11
"1399","boss hoss",11
"1400","bout game",11
"1401","break like",11
"1402","break promise",11
"1403","break song",11
"1404","bring tear",11
"1405","care away",11
"1406","care tomorrow",11
"1407","christmas tree",11
"1408","come arm",11
"1409","come close",11
"1410","come live",11
"1411","come party",11
"1412","come santa",11
"1413","come someday",11
