"","word","n"
"164","wanna boogie wanna",16
"165","yeahyeah yeah yeahyeah",16
"166","acomin better hide",15
"167","baby time know",15
"168","baby write letter",15
"169","ball come bouncin",15
"170","follow follow follow",15
"171","fool fool fool",15
"172","forgive forgive forgive",15
"173","funky funky fever",15
"174","go tambourine play",15
"175","like woman like",15
"176","marmelstein miss marmelstein",15
"177","miss marmelstein miss",15
"178","place go tambourine",15
"179","rubber ball come",15
"180","sleepy place go",15
"181","sweet sweet sweet",15
"182","time sleepy time",15
"183","time time sleepy",15
"184","woman like woman",15
"185","away go away",14
"186","baby nothin baby",14
"187","black reggae music",14
"188","brothers sisters land",14
"189","bungalow kill bungalow",14
"190","change memory fade",14
"191","chica chica chica",14
"192","chim chiminey chim",14
"193","come home baby",14
"194","good good vibrations",14
"195","home home home",14
"196","know gonna miss",14
"197","late late late",14
"198","leave right leave",14
"199","life lead life",14
"200","little better little",14
"201","look lonely people",14
"202","lord lord lord",14
"203","lover dream dream",14
"204","memory fade change",14
"205","right time night",14
"206","river tear river",14
"207","time come time",14
"208","time know baby",14
"209","walk winter wonderland",14
"210","want hold hand",14
"211","warm warm baby",14
"212","bang shoot bang",13
"213","break heart time",13
"214","cryin cryin cryin",13
"215","days thirty days",13
"216","dead dead dead",13
"217","engine fiftyfour engine",13
"218","forever go forever",13
"219","game people play",13
"220","girl good baby",13
"221","go forever go",13
"222","good time go",13
"223","hate hear lonesome",13
"224","hide hide hide",13
"225","hold hold baby",13
"226","kiss sweet kiss",13
"227","know baby time",13
"228","know night time",13
"229","little piece heart",13
"230","long time go",13
"231","meter maid lovely",13
"232","oblada life go",13
"233","obladi oblada life",13
"234","piece heart baby",13
"235","right leave right",13
"236","save save save",13
"237","shoot bang bang",13
"238","soul gonna live",13
"239","stay away long",13
"240","stay away stay",13
"241","thirty days thirty",13
"242","time long long",13
"243","time night time",13
"244","time time come",13
"245","tonight tonight tonight",13
"246","turn turn turn",13
"247","vain vain vain",13
"248","walk walk walk",13
"249","wassup wassup wassup",13
"250","alright feelin good",12
"251","arm hold tight",12
"252","away stay away",12
"253","baby long long",12
"254","bally mena bally",12
"255","better easy baby",12
"256","bung bung bung",12
"257","cause want yeahyeah",12
"258","change change memory",12
"259","come home come",12
"260","come lovely weather",12
"261","cry night long",12
"262","damn lose sauce",12
"263","daughter farmer daughter",12
"264","doin doin doin",12
"265","evil woman lord",12
"266","evil woman woman",12
"267","fade change change",12
"268","farewell summer farewell",12
"269","farmer daughter farmer",12
"270","fear hold fear",12
"271","feelin alright feelin",12
"272","funky funky funky",12
"273","girl acomin better",12
"274","girl stay away",12
"275","give give give",12
"276","go away leave",12
"277","go foot tonight",12
"278","go life go",12
"279","good thing go",12
"280","good time roll",12
"281","gurdy gurdy sing",12
"282","hold baby want",12
"283","hold fear hold",12
"284","hold hold hand",12
"285","hurdy gurdy gurdy",12
"286","knock knock knock",12
"287","know see know",12
"288","lonely days go",12
"289","long time time",12
"290","look soul look",12
"291","love love like",12
"292","lovely weather sleigh",12
"293","maid lovely meter",12
"294","mena bally mena",12
"295","night baby night",12
"296","oooooo shit shit",12
"297","piece bits piece",12
"298","play song jingle",12
"299","radical away home",12
"300","real real real",12
"301","remember kind september",12
"302","right whoa right",12
"303","ringalinga dingdongding ringalinga",12
"304","riot white riot",12
"305","root radical away",12
"306","sauce damn lose",12
"307","shit shit oooooo",12
"308","shoe go foot",12
"309","sleep sleep imagine",12
"310","song jingle jangle",12
"311","soul look soul",12
"312","suede shoe blue",12
"313","sweet dream baby",12
"314","weather sleigh ride",12
"315","wed bell ring",12
"316","woman lord gonna",12
"317","away ride away",11
"318","away shoot away",11
"319","away walk away",11
"320","bear lose lose",11
"321","better watch better",11
"322","bring bring sweet",11
"323","come santa come",11
"324","december nice remember",11
"325","deep december nice",11
"326","dingdongding ringalinga dingdongding",11
"327","dream little dream",11
"328","engine engine fiftyfour",11
"329","excitations excitations good",11
"330","excitations good good",11
"331","faster faster faster",11
"332","feel feel feel",11
"333","feelin good feelin",11
"334","funky fever funky",11
"335","gimme night gimme",11
"336","girl away little",11
"337","good feelin alright",11
"338","good vibrations good",11
"339","heart fool rush",11
"340","heart girl comin",11
"341","heart turn leave",11
"342","hilili hilili hilo",11
"343","hold tight hold",11
"344","home bring home",11
"345","home tomorrow night",11
"346","hurt night night",11
"347","know live heart",11
"348","leave baby baby",11
"349","like like like",11
"350","little girl away",11
"351","lonely street place",11
"352","long black veil",11
"353","need need need",11
"354","night divine night",11
"355","night gimme night",11
"356","nothin baby nothin",11
"357","open heart fool",11
"358","rain rain rain",11
"359","real boss hoss",11
"360","ride away ride",11
"361","right home tomorrow",11
"362","roll mystery tour",11
"363","santa come santa",11
"364","shake baby shake",11
"365","shirt comfortably lovely",11
"366","shirt shirt comfortably",11
"367","shirt shirt shirt",11
"368","shit oooooo shit",11
"369","shoot away shoot",11
"370","song sing song",11
"371","tell long time",11
"372","tell tear come",11
"373","time good time",11
"374","time time go",11
"375","vibrations good vibrations",11
"376","walk away walk",11
"377","want hold hold",11
"378","woman truth woman",11
"379","yack yack yack",11
"380","yeah yeahyeah yeah",11
"381","away home away",10
"382","away lightning girl",10
"383","baby break heart",10
"384","baby comin home",10
"385","baby yeah yeah",10
"386","bang bang grind",10
"387","bang grind bang",10
"388","believe land believe",10
"389","better knock knock",10
"390","birthday sweet sixteen",10
"391","blue blue mood",10
"392","body cause soul",10
"393","break heart heart",10
"394","break heart like",10
"395","bring sweet love",10
"396","bungalow bungalow kill",10
"397","bury body cause",10
"398","cause soul gonna",10
"399","chim chim chiminey",10
"400","come lonely people",10
"401","come time time",10
"402","comfortably lovely shirt",10
"403","darling hunger touch",10
"404","doin hangin round",10
"405","dream night walk",10
"406","excitations pickin good",10
"407","fever funky funky",10
"408","fiftyfour engine engine",10
"409","free doubtful mind",10
"410","gimme gimme gimme",10
"411","go reason live",10
"412","go round go",10
"413","go slowly time",10
"414","go tell go",10
"415","gonna ball tonight",10
"416","gonna life shine",10
"417","gonna miss go",10
"418","gonna treat right",10
"419","good news news",10
"420","good vibrations shes",10
"421","grind bang bang",10
"422","heart belong daddy",10
"423","heart junkman sell",10
"424","hearts club band",10
"425","high blood pressure",10
"426","home away home",10
"427","home comin home",10
"428","home hate hear",10
"429","hurt like hurt",10
"430","iiiiii iiiiii iiiiii",10
"431","junkman sell heart",10
"432","kill bungalow bungalow",10
"433","land believe land",10
"434","laugh laugh laugh",10
"435","life turn needle",10
"436","like ball rock",10
"437","like rubber ball",10
"438","little bitty tear",10
"439","little dreamer dreamer",10
"440","live gonna live",10
"441","lonely hearts club",10
"442","lonely people belong",10
"443","lonely people come",10
"444","lonely time time",10
"445","long lonely nights",10
"446","long worship word",10
"447","love bring home",10
"448","love like love",10
"449","lovely shirt shirt",10
"450","matter shit matter",10
"451","minute minute yeah",10
"452","need equal right",10
"453","night come feel",10
"454","night reggae night",10
"455","night walk dream",10
"456","ooowah warm warm",10
"457","people come lonely",10
"458","pepper lonely hearts",10
"459","pride break dust",10
"460","real tight hold",10
"461","reggae music message",10
"462","remember life tender",10
"463","right good time",10
"464","ringo ringo ringo",10
"465","roll gonna stay",10
"466","root woman truth",10
"467","roses violets blue",10
"468","shit matter shit",10
"469","slidin peepin hidin",10
"470","slippin slidin peepin",10
"471","slowly time need",10
"472","stay away lightning",10
"473","stay stay stay",10
"474","sweet love bring",10
"475","tear come like",10
"476","tear river tear",10
"477","things change better",10
"478","till morning light",10
"479","time go slowly",10
"480","time need need",10
"481","time night night",10
"482","time roll gonna",10
"483","touch touch touch",10
"484","trouble young life",10
"485","truth woman turn",10
"486","turn needle death",10
"487","turn root woman",10
"488","turn walk away",10
"489","walk dream night",10
"490","walk shoe walk",10
"491","word true word",10
"492","wrap warm tender",10
"493","yeah blue blue",10
"494","young life turn",10
"495","answer prayer baby",9
"496","auld lang syne",9
"497","baby girl good",9
"498","baby shake baby",9
"499","belong belong belong",9
"500","bitch fuck yeah",9
"501","blue good woman",9
"502","blue sugar sweet",9
"503","boat plan take",9
"504","bouncin rubber ball",9
"505","bout game people",9
"506","break little heart",9
"507","bring forgetfulness break",9
"508","burnin highway highest",9
"509","calma smarta burnin",9
"510","chain heart free",9
"511","cheat heart tell",9
"512","chiminey chim chim",9
"513","christmas bell ring",9
"514","coast wait vietnam",9
"515","cold cold heart",9
"516","come bouncin rubber",9
"517","come feel right",9
"518","come true cause",9
"519","comin better hide",9
"520","corna calma smarta",9
"521","days days days",9
"522","dead hard dead",9
"523","dead street dead",9
"524","dedicate follower fashion",9
"525","deep heart texas",9
"526","dippy dooey dippy",9
"527","dooey dippy dippy",9
"528","dream darling dream",9
"529","dream dream come",9
"530","dream dream lover",9
"531","dream little dreamer",9
"532","dream lover sleep",9
"533","easy game play",9
"534","fast train lonely",9
"535","fear tomorrow cry",9
"536","feel right reggae",9
"537","fever kiss fever",9
"538","forgetfulness break dream",9
"539","funky music white",9
"540","geronimo geronimo geronimo",9
"541","go go away",9
"542","go good time",9
"543","go someday soon",9
"544","gong gong yeah",9
"545","gonna bring home",9
"546","gonna leave gonna",9
"547","gonna live live",9
"548","gonna silence gonna",9
"549","gonna sing lullaby",9
"550","good baby girl",9
"551","good long time",9
"552","good woman go",9
"553","gotta lovin good",9
"554","grade gettin head",9
"555","hard dead hard",9
"556","head tuck underneath",9
"557","hear angels sing",9
"558","heart beat faster",9
"559","heart tell tear",9
"560","highest grade gettin",9
"561","highway highest grade",9
"562","hold tight kiss",9
"563","home thirty days",9
"564","know break heart",9
"565","know go go",9
"566","know wouldn say",9
"567","leave gonna leave",9
"568","letter seal kiss",9
"569","lie shouldn lie",9
"570","life go life",9
"571","light bring forgetfulness",9
"572","light white light",9
"573","live garbo home",9
"574","long forever time",9
"575","lover sleep dream",9
"576","lovin good vibrations",9
"577","make feel good",9
"578","marijuana corna calma",9
"579","mean thing swing",9
"580","meet place call",9
"581","mystery tour roll",9
"582","need money need",9
"583","need need speed",9
"584","power blood power",9
"585","reggae night come",9
"586","reggae night reggae",9
"587","remember follow follow",9
"588","right reggae night",9
"589","right time say",9
"590","run right home",9
"591","say night time",9
"592","say wrong long",9
"593","shes give excitations",9
"594","shouldn lie shouldn",9
"595","sing hurdy gurdy",9
"596","smarta burnin highway",9
"597","someday soon go",9
"598","soon go someday",9
"599","sound pack gate",9
"600","sweet little sweet",9
"601","think better knock",9
"602","thinkin bout things",9
"603","throw picture away",9
"604","tight hold tight",9
"605","time fast train",9
"606","time say night",9
"607","tire wait tire",9
"608","train lonely days",9
"609","train run right",9
"610","ummm sweet nothin",9
"611","vibrations shes give",9
"612","violets blue sugar",9
"613","wait vietnam fight",9
"614","want baby friends",9
"615","want girl want",9
"616","white light white",9
"617","winter marshmallow world",9
"618","woman turn root",9
"619","worship word true",9
"620","wouldn say wrong",9
"621","wrong long yesterday",9
"622","yesterday easy game",9
"623","acomin walk away",8
"624","anybody know go",8
"625","appear long appear",8
"626","arm open wide",8
"627","arm sweet baby",8
"628","away believe yesterday",8
"629","away charm reach",8
"630","away lay away",8
"631","baby arm sweet",8
"632","baby go baby",8
"633","baby lonely lonely",8
"634","baby want hold",8
"635","backroads rivers memory",8
"636","ballin like ballin",8
"637","begin needle pin",8
"638","better get better",8
"639","better hide girl",8
"640","better somebody call",8
"641","better things change",8
"642","beware foolish heart",8
"643","blue blue feel",8
"644","blue eye cry",8
"645","blue mopper blue",8
"646","bopa doom bopa",8
"647","break heart think",8
"648","break mind break",8
"649","bring pay come",8
"650","brother want home",8
"651","california dreamin winter",8
"652","call luie luie",8
"653","care good care",8
"654","cause hollaback hollaback",8
"655","cause shoe go",8
"656","child scar child",8
"657","church bell ring",8
"658","city sleep night",8
"659","clap clap deep",8
"660","clap deep heart",8
"661","close comfort close",8
"662","cold wind blow",8
"663","come hangin gallows",8
"664","come life baby",8
"665","come near scare",8
"666","comin company comin",8
"667","comin hide heart",8
"668","company comin company",8
"669","company comin road",8
"670","crawly creepy creepy",8
"671","creepy crawly crawly",8
"672","creepy creepy crawly",8
"673","cross twist cross",8
"674","dead street yeah",8
"675","dear long sing",8
"676","diggers drilly drillers",8
"677","diggy diggers drilly",8
"678","doom bopa doom",8
"679","doubt fear come",8
"680","doubtful mind melt",8
"681","dream dream baby",8
"682","dream thing till",8
"683","drum sound pack",8
"684","eye cry rain",8
"685","farewell farewell farewell",8
"686","fear come time",8
"687","fever hold tight",8
"688","fifaifideliio fifaifideliio fifaifideliio",8
"689","fleet things elusive",8
"690","follow fellow follow",8
"691","forever time long",8
"692","game anybody play",8
"693","game play need",8
"694","garbo home wayward",8
"695","get better time",8
"696","girl break heart",8
"697","girl comin better",8
"698","girl want dream",8
"699","girl yeahyeah yeah",8
"700","go arminarm road",8
"701","go blue good",8
"702","go wrong go",8
"703","goin away time",8
"704","gong yeah blue",8
"705","gonna change world",8
"706","gonna live fear",8
"707","gonna live gonna",8
"708","gonna miss know",8
"709","gonna stay like",8
"710","gonna tomorrow gonna",8
"711","good care good",8
"712","good feel alright",8
"713","good good morning",8
"714","good time good",8
"715","gotta gotta stay",8
"716","gotta plane home",8
"717","gotta right gotta",8
"718","gotta stay night",8
"719","grow grow grow",8
"720","gurdy sing hurdy",8
"721","hand plow hold",8
"722","hand want hold",8
"723","hangin gallows tree",8
"724","hard hard hard",8
"725","have summer long",8
"726","have tonight yeah",8
"727","head head head",8
"728","heart baby break",8
"729","hide away believe",8
"730","hide girl acomin",8
"731","hidin tell long",8
"732","high time long",8
"733","hill long black",8
"734","hold hand want",8
"735","hold real tight",8
"736","hold tight baby",8
"737","hold tight fever",8
"738","home baby write",8
"739","home wayward boys",8
"740","home yeah yeah",8
"741","kiss fever hold",8
"742","knock door come",8
"743","know feel like",8
"744","know feel morning",8
"745","lay away lay",8
"746","leave break heart",8
"747","life live life",8
"748","light camera action",8
"749","like ballin like",8
"750","like cause hollaback",8
"751","like melt away",8
"752","listen play boss",8
"753","little hurt night",8
"754","little sweet sweet",8
"755","live fear woah",8
"756","live life live",8
"757","lonely people look",8
"758","lonely pepper lonely",8
"759","lonesome train lonesome",8
"760","long appear long",8
"761","long shoot kick",8
"762","long sing song",8
"763","long yesterday yesterday",8
"764","look eye tell",8
"765","lord thank lord",8
"766","luie call luie",8
"767","marshmallow world winter",8
"768","mean world live",8
"769","melt cold cold",8
"770","mind break mind",8
"771","mind melt cold",8
"772","minute yeah mister",8
"773","miss go miss",8
"774","miss good thing",8
"775","miss know gonna",8
"776","money need money",8
"777","moonlit pass alamo",8
"778","mopper blue mopper",8
"779","morning good good",8
"780","music sweet music",8
"781","need place hide",8
"782","night come home",8
"783","night home hate",8
"784","night right time",8
"785","park caddy live",8
"786","pay come hangin",8
"787","peepin hidin tell",8
"788","people look lonely",8
"789","pepper lonely pepper",8
"790","place hide away",8
"791","plan take away",8
"792","play boss guitar",8
"793","play need place",8
"794","ramble ramble bring",8
"795","reason live go",8
"796","right gotta gotta",8
"797","ring golden bell",8
"798","riot wanna riot",8
"799","river cry river",8
"800","roll call yonder",8
"801","sacco sacco sacco",8
"802","saturday cept saturday",8
"803","scar child scar",8
"804","scare come near",8
"805","scare scare come",8
"806","send pillow dream",8
"807","shin eye realize",8
"808","shoot kick bucket",8
"809","silence gonna live",8
"810","sleep dream thing",8
"811","song keep mind",8
"812","sound work chain",8
"813","start shin eye",8
"814","stay like cause",8
"815","stop break heart",8
"816","sweet kiss sweet",8
"817","sweet song keep",8
"818","sweets sweet sugar",8
"819","take away away",8
"820","talkin bout game",8
"821","talkin bout girl",8
"822","tell cry lie",8
"823","thank lord thank",8
"824","things elusive dream",8
"825","till daddy take",8
"826","till till till",8
"827","till till time",8
"828","time change lonely",8
"829","time go good",8
"830","time hold tight",8
"831","time time change",8
"832","time track gonna",8
"833","today face face",8
"834","tomorrow gonna tomorrow",8
"835","tomorrow night home",8
"836","track gonna stay",8
"837","train lonesome track",8
"838","twist cross twist",8
"839","voodoo voodoo voodoo",8
"840","walk away acomin",8
"841","walk hill long",8
"842","walk railroad track",8
"843","wanna riot white",8
"844","want yeahyeah yeah",8
"845","wayward boys girls",8
"846","white riot riot",8
"847","white riot wanna",8
"848","window watch rain",8
"849","wish come true",8
"850","woah gonna silence",8
"851","woman go blue",8
"852","woman woman woman",8
"853","wonder tonight wonder",8
"854","word heart away",8
"855","word word heart",8
"856","word word word",8
"857","work chain gang",8
"858","world wide world",8
"859","yeah girl yeahyeah",8
"860","yeah mister postman",8
"861","yeah yeah baby",8
"862","yeahyeah yeah girl",8
"863","aahahah aahahah aahahah",7
"864","agood rock tonight",7
"865","animal farm animal",7
"866","apart speak break",7
"867","arm true wonderful",7
"868","away begin needle",7
"869","away kiss away",7
"870","away knees pray",7
"871","away slip away",7
"872","away throw away",7
"873","awful sound bang",7
"874","bã same mucho",7
"875","baby answer prayer",7
"876","baby baby leave",7
"877","baby come baby",7
"878","baby come hurt",7
"879","baby forget baby",7
"880","baby leave baby",7
"881","baby leave leave",7
"882","baby like know",7
"883","baby long baby",7
"884","baby sweet dream",7
"885","bang awful sound",7
"886","bang baby shoot",7
"887","bang bang awful",7
"888","bang bang baby",7
"889","beat drum slowly",7
"890","begin open heart",7
"891","better time better",7
"892","bitch bitch bitch",7
"893","black veil visit",7
"894","blue blue christmas",7
"895","blue blue gong",7
"896","blue blue heartache",7
"897","blue blue know",7
"898","blue blue suede",7
"899","blue gong gong",7
"900","blue heartache heartache",7
"901","blue know know",7
"902","blue transistor radio",7
"903","break dream night",7
"904","break dream ries",7
"905","break heart ache",7
"906","break heart love",7
"907","break heart stone",7
"908","break song word",7
"909","bridge cross know",7
"910","bring home yeah",7
"911","caddy live room",7
"912","cause chain break",7
"913","cause today shoot",7
"914","change better things",7
"915","cheat fee star",7
"916","clear woah gonna",7
"917","cold bitter wind",7
"918","come baby start",7
"919","come come baby",7
"920","come home long",7
"921","come life come",7
"922","come sing songs",7
"923","come true dream",7
"924","comfort close close",7
"925","cry fear tomorrow",7
"926","damn damn damn",7
"927","damn damn pusher",7
"928","dang dang dang",7
"929","dice toss bridge",7
"930","dobalina mister dobalina",7
"931","door knock door",7
"932","dream baby dream",7
"933","dream baby sweet",7
"934","dream dream little",7
"935","dream night life",7
"936","dream ries meet",7
"937","dream sweet dream",7
"938","drum slowly play",7
"939","ease pain dark",7
"940","electricity seek electricity",7
"941","empezã empezã empezã",7
"942","evil woman devil",7
"943","evil woman fallin",7
"944","eye wide open",7
"945","face face tenderly",7
"946","face gladness hide",7
"947","face tenderly renew",7
"948","fallin evil woman",7
"949","faster faster speed",7
"950","faster speed life",7
"951","fee star look",7
"952","feel feel like",7
"953","felt life begin",7
"954","fever morning fever",7
"955","fill rain smile",7
"956","follow deep december",7
"957","follow tell people",7
"958","footsteps footsteps footsteps",7
"959","forever live mean",7
"960","forget baby forget",7
"961","forget farewell summer",7
"962","girl long time",7
"963","girl love girl",7
"964","girl talkin bout",7
"965","girl woman learn",7
"966","gladness hide sadness",7
"967","go dream go",7
"968","go home thirty",7
"969","go kansas city",7
"970","go solid go",7
"971","go song call",7
"972","gonna miss somebody",7
"973","gonna need somebody",7
"974","gonna steal heart",7
"975","good mornin feelin",7
"976","good news good",7
"977","goodnight mean goodbye",7
"978","grave night wind",7
"979","gurdy come sing",7
"980","hard live hard",7
"981","have sweet dream",7
"982","hear news agood",7
"983","hear whistle blow",7
"984","heart break know",7
"985","heart lips sweet",7
"986","heart moonlit pass",7
"987","heart skip beat",7
"988","heart stone heart",7
"989","hearted hearted hearted",7
"990","hide sadness tear",7
"991","hold arm true",7
"992","hold close whisper",7
"993","hold hand word",7
"994","hold tight night",7
"995","hold tight tell",7
"996","home leave leave",7
"997","honky tonk girl",7
"998","hunger touch long",7
"999","hurdy gurdy come",7
"1000","hurry sundown hurry",7
"1001","instead have sweet",7
"1002","jangle morning come",7
"1003","jingle jangle morning",7
"1004","kiss away kiss",7
"1005","kiss seal kiss",7
"1006","knees pray away",7
"1007","knock door knock",7
"1008","know away knees",7
"1009","know go know",7
"1010","know heart lips",7
"1011","know know heart",7
"1012","late cover close",7
"1013","lead late cover",7
"1014","leave leave baby",7
"1015","life begin open",7
"1016","life come life",7
"1017","life companion grow",7
"1018","life life live",7
"1019","light face gladness",7
"1020","lightning girl stay",7
"1021","like kind party",7
"1022","like walk like",7
"1023","lips sweet tender",7
"1024","little away little",7
"1025","little corner world",7
"1026","live go dream",7
"1027","live heart moonlit",7
"1028","live mean heartbreak",7
"1029","long lonely time",7
"1030","long long winter",7
"1031","long time acomin",7
"1032","look inside heart",7
"1033","lookin bully bully",7
"1034","lord away home",7
"1035","lord night time",7
"1036","lose inside wall",7
"1037","love girl love",7
"1038","love life sweeter",7
"1039","lover dream come",7
"1040","mister dobalina mister",7
"1041","moment blind help",7
"1042","moment moment moment",7
"1043","mornin feelin fine",7
"1044","morning come followin",7
"1045","morning early morning",7
"1046","morning fever night",7
"1047","near scare scare",7
"1048","needle pin needle",7
"1049","needle pin pride",7
"1050","news agood rock",7
"1051","night know night",7
"1052","night long baby",7
"1053","night wind wail",7
"1054","noise clear woah",7
"1055","nothin shakin leave",7
"1056","pain dark days",7
"1057","pin needle pin",7
"1058","pin pride tear",7
"1059","place kiss face",7
"1060","play record play",7
"1061","poor long home",7
"1062","pray away begin",7
"1063","prayer baby answer",7
"1064","pride tear gotta",7
"1065","rain smile ease",7
"1066","read letter home",7
"1067","ries meet place",7
"1068","right right baby",7
"1069","ring ring ring",7
"1070","roads rivers memory",7
"1071","roll sweet baby",7
"1072","rule surfers rule",7
"1073","sadness tear near",7
"1074","satisfy satisfy satisfy",7
"1075","schootin tomorrow cause",7
"1076","seal kiss seal",7
"1077","shoe blue suede",7
"1078","shoe face face",7
"1079","shoot liberty valance",7
"1080","shoot straight like",7
"1081","shule shule shulearoo",7
"1082","sing care away",7
"1083","slip away slip",7
"1084","smile ease pain",7
"1085","sock shoe face",7
"1086","somebody help somebody",7
"1087","song word know",7
"1088","soon home soon",7
"1089","sound bang bang",7
"1090","sound sound sound",7
"1091","speak break song",7
"1092","stay heart forever",7
"1093","stay night long",7
"1094","sugar sweet sweet",7
"1095","sundown hurry sundown",7
"1096","surfers rule surfers",7
"1097","sweet cream ladies",7
"1098","sweet tender like",7
"1099","tear gotta hide",7
"1100","tear rain grow",7
"1101","tender like petals",7
"1102","thank lord night",7
"1103","thing lead late",7
"1104","think life dream",7
"1105","throw away throw",7
"1106","tight fever morning",7
"1107","tight hold real",7
"1108","time baby feelin",7
"1109","time goin away",7
"1110","time live time",7
"1111","time night right",7
"1112","time time night",7
"1113","tiny blue transistor",7
"1114","tomorrow cause today",7
"1115","toss bridge cross",7
"1116","touch long lonely",7
"1117","trick treat baby",7
"1118","true darlin fashion",7
"1119","turn leave right",7
"1120","understand noise clear",7
"1121","vaya dios darling",7
"1122","veil visit grave",7
"1123","visit grave night",7
"1124","voice understand noise",7
"1125","wail know see",7
"1126","walk hand hand",7
"1127","walk right right",7
"1128","walk walk shoe",7
"1129","want hold till",7
"1130","warm baby warm",7
"1131","wicked world tear",7
"1132","wind wail know",7
"1133","wish wish dream",7
"1134","woman fallin evil",7
"1135","woman sing song",7
"1136","wonderful song movin",7
"1137","wonderful wonderful wonderful",7
"1138","word hold hand",7
"1139","word know live",7
"1140","world need sweet",7
"1141","world tear build",7
"1142","world world world",7
"1143","xanadu xanadu xanadu",7
"1144","yeah lovely lovely",7
"1145","yesterday yesterday easy",7
"1146","abuse treat like",6
"1147","acomin long time",6
"1148","admit get better",6
"1149","aeroplane time fast",6
"1150","afraid funny get",6
"1151","agood news good",6
"1152","alpacito tres pacito",6
"1153","alright alright come",6
"1154","alright come near",6
"1155","alright like like",6
"1156","apart thrill blueberry",6
"1157","apples peach bananas",6
"1158","aren weren afraid",6
"1159","arockin look watch",6
"1160","away home root",6
"1161","away little away",6
"1162","away look stay",6
"1163","away taste pain",6
"1164","baby arm open",6
