"","unigram","n"
"636","spin",80
"637","tide",80
"638","twice",80
"639","wave",80
"640","carry",79
"641","drift",79
"642","explain",79
"643","fact",79
"644","wheel",79
"645","wire",79
"646","women",79
"647","america",78
"648","join",78
"649","bridge",77
"650","cash",77
"651","gang",77
"652","general",77
"653","lay",77
"654","stare",77
"655","sugar",77
"656","weather",77
"657","fair",76
"658","forgive",76
"659","gimme",76
"660","midnight",76
"661","strength",76
"662","tall",76
"663","awake",75
"664","cowboy",75
"665","fresh",75
"666","mountain",75
"667","sayin",75
"668","self",75
"669","unite",75
"670","destiny",74
"671","drown",74
"672","guide",74
"673","judge",74
"674","okay",74
"675","cars",73
"676","choice",73
"677","fame",73
"678","middle",73
"679","sail",73
"680","shouldn",73
"681","vision",73
"682","clap",72
"683","remind",72
"684","saturday",72
"685","seven",72
"686","difference",71
"687","heartbeat",71
"688","nature",71
"689","pound",71
"690","spread",71
"691","travel",71
"692","trick",71
"693","view",71
"694","wrap",71
"695","circle",70
"696","clown",70
"697","cure",70
"698","happiness",70
"699","suppose",70
"700","thee",70
"701","trail",70
"702","bar",69
"703","beast",69
"704","callin",69
"705","even",69
"706","fire",69
"707","ghetto",69
"708","lifetime",69
"709","ought",69
"710","spit",69
"711","vain",69
"712","beg",68
"713","distance",68
"714","endless",68
"715","fee",68
"716","figure",68
"717","match",68
"718","pour",68
"719","steady",68
"720","surely",68
"721","win",68
"722","bass",67
"723","bottle",67
"724","brave",67
"725","chant",67
"726","higher",67
"727","holiday",67
"728","load",67
"729","neck",67
"730","proud",67
"731","smart",67
"732","string",67
"733","table",67
"734","silent",66
"735","suck",66
"736","weep",66
"737","card",65
"738","certain",65
"739","destroy",65
"740","early",65
"741","everlasting",65
"742","find",65
"743","food",65
"744","givin",65
"745","sister",65
"746","souls",65
"747","victim",65
"748","anybody",64
"749","coffee",64
"750","deserve",64
"751","name",64
"752","nose",64
"753","pocket",64
"754","pressure",64
"755","quit",64
"756","root",64
"757","south",64
"758","switch",64
"759","wander",64
"760","winner",64
"761","beneath",63
"762","doctor",63
"763","fake",63
"764","final",63
"765","folks",63
"766","lovely",63
"767","whip",63
"768","angels",62
"769","cut",62
"770","hill",62
"771","plain",62
"772","prove",62
"773","rag",62
"774","rough",62
"775","stuff",62
"776","swim",62
"777","week",62
"778","bloody",61
"779","boss",61
"780","gun",61
"781","highway",61
"782","shape",61
"783","woah",61
"784","cheat",60
"785","confuse",60
"786","disguise",60
"787","foolish",60
"788","hammer",60
"789","honky",60
"790","recall",60
"791","revolution",60
"792","situation",60
"793","solo",60
"794","toss",60
"795","type",60
"796","captain",59
"797","flower",59
"798","forth",59
"799","hello",59
"800","kinda",59
"801","lean",59
"802","lift",59
"803","lonesome",59
"804","ocean",59
"805","pop",59
"806","roses",59
"807","rush",59
"808","surround",59
"809","sweep",59
"810","wipe",59
"811","create",58
"812","handle",58
"813","homie",58
"814","joke",58
"815","material",58
"816","sink",58
"817","stories",58
"818","tonk",58
"819","animal",57
"820","flash",57
"821","ladies",57
"822","older",57
"823","papa",57
"824","rescue",57
"825","shock",57
"826","spot",57
"827","will",57
"828","bust",56
"829","buzz",56
"830","couple",56
"831","fail",56
"832","gather",56
"833","harm",56
"834","journey",56
"835","last",56
"836","lightning",56
"837","madness",56
"838","probably",56
"839","strangers",56
"840","stronger",56
"841","leather",55
"842","march",55
"843","pure",55
"844","set",55
"845","shop",55
"846","tellin",55
"847","tooth",55
"848","tower",55
"849","workin",55
"850","appear",54
"851","cast",54
"852","dread",54
"853","field",54
"854","generation",54
"855","kingdom",54
"856","nearer",54
"857","order",54
"858","praise",54
"859","secrets",54
"860","stage",54
"861","wash",54
"862","chase",53
"863","dog",53
"864","echo",53
"865","horn",53
"866","innocent",53
"867","laughter",53
"868","mexican",53
"869","strip",53
"870","surrender",53
"871","wicked",53
"872","club",52
"873","dollar",52
"874","dont",52
"875","fuckin",52
"876","guy",52
"877","heel",52
"878","marry",52
"879","ooma",52
"880","path",52
"881","pity",52
"882","shatter",52
"883","ship",52
"884","wonderful",52
"885","ache",51
"886","american",51
"887","bore",51
"888","cop",51
"889","creator",51
"890","fish",51
"891","forward",51
"892","hangin",51
"893","hardly",51
"894","legs",51
"895","mellow",51
"896","movin",51
"897","outta",51
"898","quiet",51
"899","rainbow",51
"900","respect",51
"901","stain",51
"902","teeth",51
"903","test",51
"904","wonderland",51
"905","crown",50
"906","doors",50
"907","double",50
"908","funk",50
"909","gain",50
"910","harder",50
"911","lala",50
"912","list",50
"913","moonlight",50
"914","reality",50
"915","swallow",50
"916","tumble",50
"917","victims",50
"918","worse",50
"919","aren",49
"920","cheer",49
"921","desert",49
"922","everytime",49
"923","expect",49
"924","lick",49
"925","mountains",49
"926","resist",49
"927","standin",49
"928","affair",48
"929","allow",48
"930","colder",48
"931","company",48
"932","dirt",48
"933","dong",48
"934","dreamin",48
"935","facts",48
"936","fiddle",48
"937","government",48
"938","hurry",48
"939","imagine",48
"940","iron",48
"941","junior",48
"942","key",48
"943","mighty",48
"944","prayer",48
"945","president",48
"946","private",48
"947","score",48
"948","seed",48
"949","sigh",48
"950","speed",48
"951","stab",48
"952","wisdom",48
"953","wise",48
"954","worm",48
"955","bird",47
"956","bother",47
"957","claim",47
"958","confusion",47
"959","creatures",47
"960","dedicate",47
"961","diamonds",47
"962","dumb",47
"963","enemy",47
"964","enter",47
"965","form",47
"966","movie",47
"967","plenty",47
"968","prisoner",47
"969","rent",47
"970","scratch",47
"971","act",46
"972","anger",46
"973","bald",46
"974","bank",46
"975","boat",46
"976","brutal",46
"977","champagne",46
"978","culture",46
"979","dangerous",46
"980","demon",46
"981","eat",46
"982","garden",46
"983","holler",46
"984","photograph",46
"985","problems",46
"986","witch",46
"987","beer",45
"988","creep",45
"989","foot",45
"990","heartaches",45
"991","hero",45
"992","horse",45
"993","jive",45
"994","lack",45
"995","motion",45
"996","noise",45
"997","ohoh",45
"998","ridin",45
"999","sacrifice",45
"1000","shirt",45
"1001","softly",45
"1002","solution",45
"1003","tease",45
"1004","ticket",45
"1005","underground",45
"1006","zone",45
"1007","ash",44
"1008","darkest",44
"1009","east",44
"1010","frame",44
"1011","guard",44
"1012","hat",44
"1013","hit",44
"1014","holdin",44
"1015","jingle",44
"1016","leavin",44
"1017","london",44
"1018","nerve",44
"1019","orange",44
"1020","scheme",44
"1021","seventh",44
"1022","shade",44
"1023","simply",44
"1024","spring",44
"1025","vocals",44
"1026","admit",43
"1027","awful",43
"1028","blade",43
"1029","capture",43
"1030","colour",43
"1031","cost",43
"1032","doom",43
"1033","favorite",43
"1034","instrumental",43
"1035","legends",43
"1036","moments",43
"1037","restless",43
"1038","shed",43
"1039","shove",43
"1040","struggle",43
"1041","stupid",43
"1042","suit",43
"1043","vein",43
"1044","victory",43
"1045","weed",43
"1046","zero",43
"1047","addict",42
"1048","complete",42
"1049","crush",42
"1050","demons",42
"1051","desperate",42
"1052","ding",42
"1053","downtown",42
"1054","ears",42
"1055","explode",42
"1056","fence",42
"1057","flag",42
"1058","gift",42
"1059","glow",42
"1060","hush",42
"1061","killer",42
"1062","monkey",42
"1063","offer",42
"1064","possession",42
"1065","press",42
"1066","refuse",42
"1067","tale",42
"1068","throat",42
"1069","border",41
"1070","chair",41
"1071","chicks",41
"1072","class",41
"1073","comfort",41
"1074","degree",41
"1075","dime",41
"1076","distant",41
"1077","goodnight",41
"1078","honest",41
"1079","hunger",41
"1080","jealous",41
"1081","nightmare",41
"1082","pillow",41
"1083","problem",41
"1084","runaway",41
"1085","shore",41
"1086","silly",41
"1087","stream",41
"1088","treasure",41
"1089","tremble",41
"1090","balance",40
"1091","charm",40
"1092","chest",40
"1093","germany",40
"1094","grip",40
"1095","island",40
"1096","mass",40
"1097","mornin",40
"1098","rearrange",40
"1099","relax",40
"1100","rivers",40
"1101","roam",40
"1102","roar",40
"1103","sheet",40
"1104","smash",40
"1105","snake",40
"1106","spark",40
"1107","takin",40
"1108","weight",40
"1109","amaze",39
"1110","animals",39
"1111","asleep",39
"1112","attention",39
"1113","back",39
"1114","bitter",39
"1115","boom",39
"1116","breeze",39
"1117","completely",39
"1118","course",39
"1119","date",39
"1120","dope",39
"1121","eighties",39
"1122","electric",39
"1123","fashion",39
"1124","freak",39
"1125","guarantee",39
"1126","ignore",39
"1127","kitchen",39
"1128","loneliness",39
"1129","mention",39
"1130","prepare",39
"1131","replace",39
"1132","rope",39
"1133","sin",39
"1134","slaughter",39
"1135","stumble",39
"1136","taint",39
"1137","yellow",39
"1138","york",39
"1139","album",38
"1140","arrive",38
"1141","careful",38
"1142","cigarette",38
"1143","crew",38
"1144","deeper",38
"1145","demand",38
"1146","discover",38
"1147","dollars",38
"1148","drinkin",38
"1149","embrace",38
"1150","gods",38
"1151","heartbreak",38
"1152","minutes",38
"1153","nuclear",38
"1154","peepbo",38
"1155","risk",38
"1156","split",38
"1157","sweetheart",38
"1158","tangle",38
"1159","violence",38
"1160","whiskey",38
"1161","worst",38
"1162","affection",37
"1163","ancient",37
"1164","beach",37
"1165","cake",37
"1166","coat",37
"1167","command",37
"1168","disease",37
"1169","drip",37
"1170","excite",37
"1171","glance",37
"1172","grandma",37
"1173","hoe",37
"1174","limit",37
"1175","meat",37
"1176","needle",37
"1177","north",37
"1178","plant",37
"1179","pool",37
"1180","satan",37
"1181","screen",37
"1182","survivor",37
"1183","valley",37
"1184","weary",37
"1185","windows",37
"1186","authority",36
"1187","busy",36
"1188","california",36
"1189","choke",36
"1190","deny",36
"1191","design",36
"1192","energy",36
"1193","fit",36
"1194","flight",36
"1195","float",36
"1196","grade",36
"1197","grand",36
"1198","grass",36
"1199","groove",36
"1200","hail",36
"1201","jail",36
"1202","lace",36
"1203","monday",36
"1204","pink",36
"1205","pussy",36
"1206","receive",36
"1207","reggae",36
"1208","rip",36
"1209","sensation",36
"1210","side",36
"1211","suicide",36
"1212","toe",36
"1213","uncle",36
"1214","village",36
"1215","voodoo",36
"1216","zoom",36
"1217","afford",35
"1218","bigger",35
"1219","century",35
"1220","common",35
"1221","curtain",35
"1222","easily",35
"1223","eternal",35
"1224","image",35
"1225","invisible",35
"1226","momma",35
"1227","piano",35
"1228","protect",35
"1229","society",35
"1230","squeeze",35
"1231","terror",35
"1232","tread",35
"1233","weren",35
"1234","charge",34
"1235","daylight",34
"1236","deceive",34
"1237","entrance",34
"1238","eternity",34
"1239","finish",34
"1240","fist",34
"1241","footsteps",34
"1242","foreign",34
"1243","funky",34
"1244","goddamn",34
"1245","headline",34
"1246","justice",34
"1247","linger",34
"1248","mister",34
"1249","months",34
"1250","naturally",34
"1251","presence",34
"1252","raggamuffin",34
"1253","rainy",34
"1254","rob",34
"1255","sake",34
"1256","square",34
"1257","stretch",34
"1258","sunday",34
"1259","survival",34
"1260","truck",34
"1261","weekend",34
"1262","blank",33
"1263","blast",33
"1264","bounce",33
"1265","chip",33
"1266","direction",33
"1267","erase",33
"1268","eternally",33
"1269","flip",33
"1270","heavenly",33
"1271","imagination",33
"1272","kerosene",33
"1273","kings",33
"1274","loser",33
"1275","panorama",33
"1276","preach",33
"1277","present",33
"1278","punch",33
"1279","signal",33
"1280","stairs",33
"1281","store",33
"1282","tennessee",33
"1283","throne",33
"1284","wed",33
"1285","advice",32
"1286","button",32
"1287","candle",32
"1288","cheese",32
"1289","coast",32
"1290","depend",32
"1291","destruction",32
"1292","habit",32
"1293","heroes",32
"1294","hollywood",32
"1295","hood",32
"1296","juice",32
"1297","mood",32
"1298","odds",32
"1299","rage",32
"1300","reaction",32
"1301","rebel",32
"1302","roof",32
"1303","target",32
"1304","vanity",32
"1305","witness",32
"1306","accustom",31
"1307","africa",31
"1308","await",31
"1309","beware",31
"1310","closet",31
"1311","complain",31
"1312","cooool",31
"1313","damage",31
"1314","dial",31
"1315","emotions",31
"1316","girlfriend",31
"1317","greatest",31
"1318","guitars",31
"1319","havin",31
"1320","idea",31
"1321","indian",31
"1322","johnson",31
"1323","layin",31
"1324","lot",31
"1325","nearly",31
"1326","palm",31
"1327","pant",31
"1328","reply",31
"1329","rocket",31
"1330","sacred",31
"1331","saint",31
"1332","settle",31
"1333","stack",31
"1334","station",31
"1335","stereo",31
"1336","team",31
"1337","teenage",31
"1338","uhhuh",31
"1339","violent",31
"1340","zing",31
"1341","accept",30
"1342","age",30
"1343","aside",30
"1344","automatic",30
"1345","belly",30
"1346","boulevard",30
"1347","bread",30
"1348","bull",30
"1349","cage",30
"1350","celebrate",30
"1351","coal",30
"1352","conversation",30
"1353","crave",30
"1354","dice",30
"1355","emotion",30
"1356","faster",30
"1357","fault",30
"1358","frighten",30
"1359","garbage",30
"1360","gaze",30
"1361","hoop",30
"1362","hotel",30
"1363","howl",30
"1364","hurtin",30
"1365","illusion",30
"1366","inch",30
"1367","jacket",30
"1368","knowledge",30
"1369","lessons",30
"1370","liar",30
"1371","motherfucker",30
"1372","nbsp",30
"1373","neon",30
"1374","nighttime",30
"1375","proof",30
"1376","release",30
"1377","relief",30
"1378","sadness",30
"1379","sharp",30
"1380","shes",30
"1381","shower",30
"1382","singin",30
"1383","size",30
"1384","swingin",30
"1385","sympathy",30
"1386","thou",30
"1387","turnin",30
"1388","upside",30
"1389","useless",30
"1390","vacation",30
"1391","war",30
"1392","awhile",29
"1393","baybay",29
"1394","cheek",29
"1395","clue",29
"1396","cook",29
"1397","cruel",29
"1398","defeat",29
"1399","driver",29
"1400","dynamite",29
"1401","excuse",29
"1402","gentle",29
"1403","goody",29
"1404","grieve",29
"1405","hustle",29
"1406","lately",29
"1407","leaf",29
"1408","level",29
"1409","maniac",29
"1410","priest",29
"1411","pump",29
"1412","razor",29
"1413","sale",29
"1414","seat",29
"1415","shakin",29
"1416","sleepless",29
"1417","smooth",29
"1418","sole",29
"1419","southern",29
"1420","spill",29
"1421","stray",29
"1422","sway",29
"1423","sweetest",29
"1424","trade",29
"1425","trip",29
"1426","twilight",29
"1427","yell",29
"1428","adventure",28
"1429","alibi",28
"1430","breed",28
"1431","buffalo",28
"1432","bullet",28
"1433","cheap",28
"1434","compare",28
"1435","creek",28
"1436","decay",28
"1437","destination",28
"1438","dinner",28
"1439","divide",28
"1440","draft",28
"1441","familiar",28
"1442","famous",28
"1443","hallelujah",28
"1444","hardest",28
"1445","lazy",28
"1446","loot",28
"1447","main",28
"1448","naked",28
"1449","natural",28
"1450","page",28
"1451","panic",28
"1452","piss",28
"1453","practice",28
"1454","quarter",28
"1455","reflect",28
"1456","searchin",28
"1457","showdown",28
"1458","spare",28
"1459","sunlight",28
"1460","swell",28
"1461","underneath",28
"1462","uptown",28
"1463","vicious",28
"1464","visions",28
"1465","agree",27
"1466","army",27
"1467","bag",27
"1468","birthday",27
"1469","breakdown",27
"1470","breakin",27
"1471","burden",27
"1472","calm",27
"1473","camera",27
"1474","chicken",27
"1475","dancer",27
"1476","dash",27
"1477","decision",27
"1478","england",27
"1479","exactly",27
"1480","exist",27
"1481","false",27
"1482","grant",27
"1483","hatred",27
"1484","jones",27
"1485","midnite",27
"1486","moan",27
"1487","monster",27
"1488","parade",27
"1489","pistol",27
"1490","purple",27
"1491","rap",27
"1492","rappers",27
"1493","refrain",27
"1494","shelter",27
"1495","shiver",27
"1496","shotgun",27
"1497","shots",27
"1498","slice",27
"1499","tempt",27
"1500","tone",27
"1501","torture",27
"1502","unknown",27
"1503","wastin",27
"1504","weapon",27
"1505","wound",27
"1506","zion",27
"1507","able",26
"1508","assassin",26
"1509","beef",26
"1510","beggin",26
"1511","birth",26
"1512","bloom",26
"1513","click",26
"1514","cling",26
"1515","communication",26
"1516","court",26
"1517","creature",26
"1518","cruiser",26
"1519","disgrace",26
"1520","drool",26
"1521","easier",26
"1522","fort",26
"1523","gate",26
"1524","greed",26
"1525","harden",26
"1526","helpless",26
"1527","jingo",26
"1528","knives",26
"1529","knockin",26
"1530","limelight",26
"1531","mile",26
"1532","missiles",26
"1533","movement",26
"1534","pale",26
"1535","paris",26
"1536","part",26
"1537","person",26
"1538","plane",26
"1539","plead",26
"1540","pushin",26
"1541","rainbows",26
"1542","roads",26
"1543","ruin",26
"1544","salvation",26
"1545","science",26
"1546","shift",26
"1547","slam",26
"1548","slime",26
"1549","sonic",26
"1550","sooner",26
"1551","sparkle",26
"1552","starve",26
"1553","strap",26
"1554","sucker",26
"1555","thats",26
"1556","thief",26
"1557","tiny",26
"1558","tragedy",26
"1559","violin",26
"1560","weakness",26
"1561","worlds",26
"1562","wrist",26
"1563","angry",25
"1564","askin",25
"1565","attraction",25
"1566","bathroom",25
"1567","beatin",25
"1568","boogie",25
"1569","boot",25
"1570","cell",25
"1571","circuit",25
"1572","conquer",25
"1573","deaf",25
"1574","dull",25
"1575","eagle",25
"1576","earn",25
"1577","ecstasy",25
"1578","ghoul",25
"1579","health",25
"1580","heeheheh",25
"1581","hopin",25
"1582","innocence",25
"1583","loverman",25
"1584","lyin",25
"1585","measure",25
"1586","miracle",25
"1587","mission",25
"1588","movies",25
"1589","neighbor",25
"1590","nuff",25
"1591","opinion",25
"1592","overtime",25
"1593","pair",25
"1594","pearly",25
"1595","pimpin",25
"1596","please",25
"1597","plus",25
"1598","rare",25
"1599","riot",25
"1600","sack",25
"1601","satisfaction",25
"1602","screw",25
"1603","sentimental",25
"1604","spine",25
"1605","starbright",25
"1606","steam",25
"1607","stock",25
"1608","stomp",25
"1609","suitcase",25
"1610","trash",25
"1611","whistle",25
"1612","whoaohoh",25
"1613","xanadu",25
"1614","abuse",24
"1615","alabama",24
"1616","attitude",24
"1617","barely",24
"1618","betray",24
"1619","cat",24
