"","unigram","n"
"1608","brush",6
"1609","bullshit",6
"1610","burden",6
"1611","burgundy",6
"1612","cabin",6
"1613","calm",6
"1614","careless",6
"1615","carve",6
"1616","cell",6
"1617","chestnuts",6
"1618","childhood",6
"1619","choice",6
"1620","choir",6
"1621","choo",6
"1622","christmases",6
"1623","clickety",6
"1624","confess",6
"1625","conspire",6
"1626","continue",6
"1627","crash",6
"1628","creole",6
"1629","cunning",6
"1630","curly",6
"1631","curtain",6
"1632","dahdootdoodoo",6
"1633","danger",6
"1634","deaf",6
"1635","demand",6
"1636","destroy",6
"1637","dismiss",6
"1638","diver",6
"1639","doom",6
"1640","drag",6
"1641","drivin",6
"1642","duck",6
"1643","dyin",6
"1644","ecstasy",6
"1645","elbow",6
"1646","endure",6
"1647","entrance",6
"1648","enzuigiri",6
"1649","espanol",6
"1650","family",6
"1651","faster",6
"1652","feature",6
"1653","fist",6
"1654","flee",6
"1655","fling",6
"1656","flippedaflipped",6
"1657","flippedflipped",6
"1658","flute",6
"1659","foggy",6
"1660","folksong",6
"1661","fonder",6
"1662","forth",6
"1663","foundation",6
"1664","furs",6
"1665","gate",6
"1666","gaze",6
"1667","giant",6
"1668","giddy",6
"1669","glide",6
"1670","goat",6
"1671","granada",6
"1672","grateful",6
"1673","greed",6
"1674","groan",6
"1675","guarantee",6
"1676","halfway",6
"1677","hat",6
"1678","hawkins",6
"1679","heavens",6
"1680","honest",6
"1681","hug",6
"1682","hustle",6
"1683","icicles",6
"1684","independently",6
"1685","insane",6
"1686","intend",6
"1687","jealous",6
"1688","jeans",6
"1689","kama",6
"1690","key",6
"1691","killin",6
"1692","kings",6
"1693","kitchen",6
"1694","kneel",6
"1695","last",6
"1696","leather",6
"1697","liar",6
"1698","lighter",6
"1699","louisiana",6
"1700","madam",6
"1701","madly",6
"1702","magnolias",6
"1703","mansion",6
"1704","mash",6
"1705","minor",6
"1706","mirror",6
"1707","monk",6
"1708","month",6
"1709","mortal",6
"1710","naples",6
"1711","nation",6
"1712","navy",6
"1713","oceans",6
"1714","ohooh",6
"1715","orange",6
"1716","oughta",6
"1717","overcoat",6
"1718","oyster",6
"1719","package",6
"1720","paganini",6
"1721","pagliacci",6
"1722","peaceful",6
"1723","perform",6
"1724","person",6
"1725","pitter",6
"1726","plus",6
"1727","prayin",6
"1728","prison",6
"1729","prisoner",6
"1730","problem",6
"1731","puppet",6
"1732","quick",6
"1733","rainbows",6
"1734","rappin",6
"1735","rattle",6
"1736","reckon",6
"1737","replace",6
"1738","request",6
"1739","restore",6
"1740","riches",6
"1741","richest",6
"1742","robins",6
"1743","romancer",6
"1744","ryone",6
"1745","sale",6
"1746","seam",6
"1747","seward",6
"1748","shelf",6
"1749","shinin",6
"1750","shovel",6
"1751","shubert",6
"1752","size",6
"1753","slippedaslipped",6
"1754","slippedslipped",6
"1755","smooth",6
"1756","southern",6
"1757","spice",6
"1758","spill",6
"1759","stardust",6
"1760","steppin",6
"1761","stink",6
"1762","stories",6
"1763","struggle",6
"1764","suckle",6
"1765","sudden",6
"1766","suitcase",6
"1767","suppertime",6
"1768","swingin",6
"1769","tcha",6
"1770","throat",6
"1771","ticktock",6
"1772","tomatoes",6
"1773","tonkin",6
"1774","topeka",6
"1775","tosa",6
"1776","traffic",6
"1777","trap",6
"1778","tread",6
"1779","tremble",6
"1780","trench",6
"1781","twin",6
"1782","twinkle",6
"1783","uhuh",6
"1784","ummhmhm",6
"1785","victim",6
"1786","wack",6
"1787","weapon",6
"1788","weave",6
"1789","williams",6
"1790","woooowowo",6
"1791","worlds",6
"1792","worship",6
"1793","yesterdays",6
"1794","yout",6
"1795","absence",5
"1796","accept",5
"1797","action",5
"1798","add",5
"1799","adieu",5
"1800","affairs",5
"1801","agiu",5
"1802","aglow",5
"1803","alakazzam",5
"1804","aren",5
"1805","assault",5
"1806","assure",5
"1807","attack",5
"1808","avenue",5
"1809","average",5
"1810","await",5
"1811","back",5
"1812","badly",5
"1813","bakit",5
"1814","beatin",5
"1815","bed",5
"1816","beware",5
"1817","bide",5
"1818","bleach",5
"1819","bluebirds",5
"1820","blunt",5
"1821","board",5
"1822","boomer",5
"1823","breakfast",5
"1824","breathless",5
"1825","brewin",5
"1826","bullets",5
"1827","bunch",5
"1828","buyin",5
"1829","cafe",5
"1830","cage",5
"1831","cape",5
"1832","careful",5
"1833","cars",5
"1834","catfish",5
"1835","chance",5
"1836","cheap",5
"1837","chicks",5
"1838","chillin",5
"1839","choke",5
"1840","circle",5
"1841","claim",5
"1842","clap",5
"1843","classic",5
"1844","cocaine",5
"1845","compose",5
"1846","condition",5
"1847","cope",5
"1848","courage",5
"1849","creation",5
"1850","crop",5
"1851","cure",5
"1852","curl",5
"1853","dancers",5
"1854","dandy",5
"1855","dasher",5
"1856","deadly",5
"1857","demon",5
"1858","denyin",5
"1859","deplorable",5
"1860","design",5
"1861","despite",5
"1862","diddy",5
"1863","dim",5
"1864","din",5
"1865","discontent",5
"1866","divide",5
"1867","drought",5
"1868","dues",5
"1869","dupree",5
"1870","durmi",5
"1871","dwell",5
"1872","educate",5
"1873","effect",5
"1874","elephant",5
"1875","engineer",5
"1876","famme",5
"1877","famous",5
"1878","farm",5
"1879","finna",5
"1880","fire",5
"1881","fireside",5
"1882","flood",5
"1883","fountain",5
"1884","freedom",5
"1885","freight",5
"1886","friday",5
"1887","fuel",5
"1888","fulfil",5
"1889","ganyan",5
"1890","gentlemen",5
"1891","girlie",5
"1892","gobs",5
"1893","godspeed",5
"1894","goode",5
"1895","gossip",5
"1896","grant",5
"1897","group",5
"1898","handy",5
"1899","hangin",5
"1900","harlem",5
"1901","heartbeat",5
"1902","heel",5
"1903","hiho",5
"1904","honeysuckle",5
"1905","hotter",5
"1906","inspiration",5
"1907","inspire",5
"1908","instrument",5
"1909","intoxicate",5
"1910","irreplaceable",5
"1911","island",5
"1912","jack",5
"1913","jam",5
"1914","jingle",5
"1915","jitterbug",5
"1916","july",5
"1917","jumpy",5
"1918","junction",5
"1919","kicker",5
"1920","kickin",5
"1921","knee",5
"1922","lately",5
"1923","leaf",5
"1924","limit",5
"1925","lions",5
"1926","longin",5
"1927","louder",5
"1928","main",5
"1929","mate",5
"1930","melodies",5
"1931","mental",5
"1932","merely",5
"1933","midst",5
"1934","mission",5
"1935","mistletoe",5
"1936","mistreat",5
"1937","mobile",5
"1938","molasses",5
"1939","motherfuckin",5
"1940","mournful",5
"1941","mush",5
"1942","muss",5
"1943","mysterious",5
"1944","naked",5
"1945","nashville",5
"1946","natural",5
"1947","nest",5
"1948","nickle",5
"1949","nighttime",5
"1950","offend",5
"1951","ohoh",5
"1952","oven",5
"1953","palm",5
"1954","park",5
"1955","partner",5
"1956","passion",5
"1957","perish",5
"1958","petals",5
"1959","pimp",5
"1960","pleadingly",5
"1961","pleasant",5
"1962","pleasure",5
"1963","police",5
"1964","pool",5
"1965","portrait",5
"1966","post",5
"1967","problems",5
"1968","pump",5
"1969","pussy",5
"1970","quanto",5
"1971","rabbit",5
"1972","rack",5
"1973","raff",5
"1974","rapture",5
"1975","reward",5
"1976","riff",5
"1977","rifle",5
"1978","ringin",5
"1979","romp",5
"1980","rompin",5
"1981","root",5
"1982","rubber",5
"1983","rude",5
"1984","ruuuuoh",5
"1985","rywhere",5
"1986","sadly",5
"1987","sailors",5
"1988","saint",5
"1989","scary",5
"1990","science",5
"1991","scratch",5
"1992","scum",5
"1993","shoulda",5
"1994","sip",5
"1995","slidin",5
"1996","slumber",5
"1997","snap",5
"1998","soda",5
"1999","sonno",5
"2000","sooner",5
"2001","souvenirs",5
"2002","sport",5
"2003","stair",5
"2004","stairway",5
"2005","stealin",5
"2006","stomach",5
"2007","strip",5
"2008","stronger",5
"2009","strut",5
"2010","sunlight",5
"2011","sweethearts",5
"2012","sweetly",5
"2013","teacher",5
"2014","terribly",5
"2015","tick",5
"2016","tipsy",5
"2017","title",5
"2018","token",5
"2019","towel",5
"2020","tower",5
"2021","trash",5
"2022","twill",5
"2023","twoface",5
"2024","unafraid",5
"2025","unfortunate",5
"2026","universe",5
"2027","unkind",5
"2028","unlock",5
"2029","vine",5
"2030","weeks",5
"2031","weird",5
"2032","windstorm",5
"2033","woo",5
"2034","worrisome",5
"2035","affection",4
"2036","amore",4
"2037","amour",4
"2038","ancient",4
"2039","angry",4
"2040","apartment",4
"2041","aplink",4
"2042","appreciate",4
"2043","ariff",4
"2044","ashamed",4
"2045","askin",4
"2046","attempt",4
"2047","awaitin",4
"2048","aware",4
"2049","awww",4
"2050","babaa",4
"2051","babybabybaby",4
"2052","barbecue",4
"2053","bare",4
"2054","bebop",4
"2055","beef",4
"2056","berzerk",4
"2057","birthday",4
"2058","biscuits",4
"2059","blackjack",4
"2060","bliblip",4
"2061","bolt",4
"2062","bong",4
"2063","boogyin",4
"2064","booth",4
"2065","boppin",4
"2066","bough",4
"2067","bouquet",4
"2068","brboth",4
"2069","brow",4
"2070","buck",4
"2071","bumpy",4
"2072","burnin",4
"2073","button",4
"2074","cabaret",4
"2075","cake",4
"2076","california",4
"2077","calvary",4
"2078","cash",4
"2079","charge",4
"2080","chickadee",4
"2081","chimney",4
"2082","chinese",4
"2083","chip",4
"2084","chop",4
"2085","chopsticks",4
"2086","ciao",4
"2087","cigarette",4
"2088","clam",4
"2089","class",4
"2090","clip",4
"2091","coltrane",4
"2092","comea",4
"2093","confuse",4
"2094","conquer",4
"2095","convict",4
"2096","coronado",4
"2097","cotton",4
"2098","counterfeit",4
"2099","cramp",4
"2100","crow",4
"2101","current",4
"2102","cut",4
"2103","darktown",4
"2104","definitely",4
"2105","delirious",4
"2106","descend",4
"2107","diggin",4
"2108","direction",4
"2109","disposition",4
"2110","distract",4
"2111","dive",4
"2112","doodoodoowop",4
"2113","doves",4
"2114","drain",4
"2115","dread",4
"2116","dreary",4
"2117","driftwood",4
"2118","droese",4
"2119","dudes",4
"2120","dusk",4
"2121","dynamite",4
"2122","earn",4
"2123","earthly",4
"2124","education",4
"2125","eels",4
"2126","elephants",4
"2127","engine",4
"2128","entwine",4
"2129","exception",4
"2130","expectations",4
"2131","fairly",4
"2132","familiar",4
"2133","fat",4
"2134","fellas",4
"2135","fervent",4
"2136","flap",4
"2137","flesh",4
"2138","flight",4
"2139","flirtin",4
"2140","flourish",4
"2141","focus",4
"2142","folk",4
"2143","footsteps",4
"2144","fore",4
"2145","forward",4
"2146","fourteen",4
"2147","funeral",4
"2148","gamblin",4
"2149","gardenia",4
"2150","gigolos",4
"2151","gimme",4
"2152","glist",4
"2153","glory",4
"2154","gogalgo",4
"2155","goodbying",4
"2156","graveyard",4
"2157","haha",4
"2158","harder",4
"2159","hazy",4
"2160","heal",4
"2161","heatin",4
"2162","helpless",4
"2163","heya",4
"2164","highs",4
"2165","hillbilly",4
"2166","hittin",4
"2167","holla",4
"2168","homies",4
"2169","howlin",4
"2170","husband",4
"2171","hydro",4
"2172","illusion",4
"2173","image",4
"2174","impossible",4
"2175","impress",4
"2176","inhibition",4
"2177","insist",4
"2178","invitation",4
"2179","jelly",4
"2180","jeru",4
"2181","jews",4
"2182","judgment",4
"2183","juice",4
"2184","kiddies",4
"2185","knight",4
"2186","kruthik",4
"2187","kush",4
"2188","lackaday",4
"2189","lamp",4
"2190","large",4
"2191","layin",4
"2192","leilani",4
"2193","lengthen",4
"2194","lera",4
"2195","liquor",4
"2196","low",4
"2197","maestro",4
"2198","malone",4
"2199","mar",4
"2200","marcherie",4
"2201","marvelous",4
"2202","masterpiece",4
"2203","meal",4
"2204","meat",4
"2205","meditate",4
"2206","meter",4
"2207","microphone",4
"2208","mile",4
"2209","milkman",4
"2210","mingle",4
"2211","minutes",4
"2212","mislead",4
"2213","mississippi",4
"2214","mockingbird",4
"2215","mojo",4
"2216","moonlit",4
"2217","mopsticks",4
"2218","mortals",4
"2219","moshpit",4
"2220","muddle",4
"2221","muthafucka",4
"2222","neon",4
"2223","nerd",4
"2224","nerve",4
"2225","nevernever",4
"2226","nightmare",4
"2227","noise",4
"2228","november",4
"2229","nursery",4
"2230","obey",4
"2231","obviously",4
"2232","oddle",4
"2233","onward",4
"2234","or",4
"2235","orangecolored",4
"2236","outdated",4
"2237","pale",4
"2238","passengers",4
"2239","patter",4
"2240","peach",4
"2241","percent",4
"2242","perfidia",4
"2243","perk",4
"2244","pinch",4
"2245","pirogue",4
"2246","plainly",4
"2247","plastic",4
"2248","pledge",4
"2249","plug",4
"2250","plunge",4
"2251","poppin",4
"2252","pork",4
"2253","portals",4
"2254","positive",4
"2255","postman",4
"2256","prayers",4
"2257","preach",4
"2258","presence",4
"2259","pressure",4
"2260","privacy",4
"2261","program",4
"2262","proof",4
"2263","publish",4
"2264","pulse",4
"2265","purpose",4
"2266","realest",4
"2267","realise",4
"2268","rearrange",4
"2269","recite",4
"2270","rejoice",4
"2271","renew",4
"2272","reprise",4
"2273","respect",4
"2274","reveries",4
"2275","riddle",4
"2276","ries",4
"2277","riot",4
"2278","rivers",4
"2279","roar",4
"2280","rodriguez",4
"2281","rope",4
"2282","rove",4
"2283","rumble",4
"2284","rybody",4
"2285","sack",4
"2286","sailor",4
"2287","sauce",4
"2288","savage",4
"2289","savannah",4
"2290","schedule",4
"2291","scout",4
"2292","scramble",4
"2293","seã",4
"2294","seas",4
"2295","secrets",4
"2296","sedate",4
"2297","seed",4
"2298","selfish",4
"2299","sentence",4
"2300","shackle",4
"2301","shallow",4
"2302","shawty",4
"2303","shiny",4
"2304","shitty",4
"2305","shiver",4
"2306","shootin",4
"2307","shots",4
"2308","shower",4
"2309","sighin",4
"2310","simpson",4
"2311","sisters",4
"2312","sixteen",4
"2313","snake",4
"2314","sniff",4
"2315","softer",4
"2316","softness",4
"2317","solar",4
"2318","solitary",4
"2319","sonata",4
"2320","soup",4
"2321","sparrow",4
"2322","splendor",4
"2323","split",4
"2324","spree",4
"2325","springtime",4
"2326","stage",4
"2327","stairs",4
"2328","stats",4
"2329","stave",4
"2330","stoics",4
"2331","strutter",4
"2332","stumble",4
"2333","sublime",4
"2334","summertime",4
"2335","swagu",4
"2336","swallerin",4
"2337","sweep",4
"2338","sympathize",4
"2339","symphonic",4
"2340","takin",4
"2341","tame",4
"2342","tarry",4
"2343","tasty",4
"2344","tetete",4
"2345","thine",4
"2346","thorns",4
"2347","throng",4
"2348","thruout",4
"2349","thug",4
"2350","thumb",4
"2351","tiger",4
"2352","tonic",4
"2353","torch",4
"2354","towns",4
"2355","trade",4
"2356","trippin",4
"2357","unhappy",4
"2358","untold",4
"2359","upper",4
"2360","upstairs",4
"2361","useless",4
"2362","usual",4
"2363","valens",4
"2364","victory",4
"2365","vitamin",4
"2366","wagon",4
"2367","wastin",4
"2368","weakness",4
"2369","weepy",4
"2370","whichever",4
"2371","whirl",4
"2372","whooee",4
"2373","wink",4
"2374","winner",4
"2375","wintery",4
"2376","wire",4
"2377","wither",4
"2378","wonderin",4
"2379","wondrous",4
"2380","wooden",4
"2381","woods",4
"2382","worker",4
"2383","worldwide",4
"2384","worryin",4
"2385","wrinkle",4
"2386","wrist",4
"2387","writers",4
"2388","yaddle",4
"2389","yippeeyiya",4
"2390","yippeeyiyo",4
"2391","younger",4
"2392","zero",4
"2393","abide",3
"2394","ability",3
"2395","absurd",3
"2396","achieve",3
"2397","acid",3
"2398","acomin",3
"2399","acoming",3
"2400","addict",3
"2401","address",3
"2402","admire",3
"2403","adore",3
"2404","æˆ‘çš",3
"2405","africa",3
"2406","afternoon",3
"2407","aggies",3
"2408","ahuffin",3
"2409","aisle",3
"2410","alcohol",3
"2411","aleavin",3
"2412","alibi",3
"2413","amor",3
"2414","amsterdam",3
"2415","anew",3
"2416","antique",3
"2417","apache",3
"2418","approach",3
"2419","apron",3
"2420","arctic",3
"2421","argentines",3
"2422","arockrockrock",3
"2423","arollin",3
"2424","ascend",3
"2425","ashtray",3
"2426","assassin",3
"2427","author",3
"2428","babble",3
"2429","badman",3
"2430","balmy",3
"2431","bamboo",3
"2432","banish",3
"2433","bargain",3
"2434","beast",3
"2435","beggar",3
"2436","beggin",3
"2437","belt",3
"2438","bestest",3
"2439","billion",3
"2440","bitsy",3
"2441","blackcurrent",3
"2442","blanket",3
"2443","blasã",3
"2444","blaze",3
"2445","blindness",3
"2446","blur",3
"2447","blush",3
"2448","boil",3
"2449","bounce",3
"2450","box",3
"2451","bracelets",3
"2452","brass",3
"2453","brazos",3
"2454","brick",3
"2455","brighten",3
"2456","broadway",3
"2457","brownie",3
"2458","brubeck",3
"2459","bruh",3
"2460","bugzy",3
"2461","bull",3
"2462","buryin",3
"2463","bustle",3
"2464","calmer",3
"2465","cameras",3
"2466","cancel",3
"2467","cane",3
"2468","cannon",3
"2469","carelessly",3
"2470","carpet",3
"2471","casket",3
"2472","cathedral",3
"2473","cease",3
"2474","celebrate",3
"2475","certainly",3
"2476","cetera",3
"2477","chapman",3
"2478","chardonnay",3
"2479","chasin",3
"2480","chat",3
"2481","cheerful",3
"2482","cheese",3
"2483","cherries",3
"2484","chime",3
"2485","chug",3
"2486","chuggin",3
"2487","cities",3
"2488","civil",3
"2489","clavinet",3
"2490","cleanse",3
"2491","clever",3
"2492","closely",3
"2493","colder",3
"2494","collide",3
"2495","comfy",3
"2496","comic",3
"2497","common",3
"2498","concentrate",3
"2499","confusion",3
"2500","conscience",3
"2501","consolation",3
"2502","contract",3
"2503","contrite",3
"2504","convince",3
"2505","corona",3
"2506","coulda",3
"2507","cousin",3
"2508","coward",3
"2509","cowards",3
"2510","craziest",3
"2511","crease",3
"2512","crimson",3
"2513","cripple",3
"2514","critics",3
"2515","crucify",3
"2516","crusin",3
"2517","curry",3
"2518","cuties",3
"2519","cutter",3
"2520","cuttin",3
"2521","daily",3
"2522","damdamin",3
"2523","dang",3
"2524","darken",3
"2525","darkest",3
"2526","darkhaired",3
"2527","daytime",3
"2528","dazzle",3
"2529","dealer",3
"2530","dealin",3
"2531","dearly",3
"2532","debts",3
"2533","decay",3
"2534","decieving",3
"2535","decorate",3
"2536","deed",3
"2537","deeper",3
"2538","define",3
"2539","delectable",3
"2540","delivery",3
"2541","deluxe",3
"2542","demons",3
"2543","depression",3
"2544","dialogue",3
"2545","dilemma",3
"2546","dimension",3
"2547","disc",3
"2548","dish",3
"2549","diss",3
"2550","dixieland",3
"2551","dolls",3
"2552","doorstep",3
"2553","doubtful",3
"2554","drated",3
"2555","dreamer",3
"2556","dreamers",3
"2557","dreamin",3
"2558","drummer",3
"2559","dutch",3
"2560","eagle",3
"2561","èƒ",3
"2562","elevate",3
"2563","emerge",3
"2564","emotions",3
"2565","enemies",3
"2566","enemy",3
"2567","entertain",3
"2568","envy",3
"2569","erase",3
"2570","eskimo",3
"2571","estimation",3
"2572","evermore",3
"2573","experience",3
"2574","extra",3
"2575","facts",3
"2576","fairy",3
"2577","faithless",3
"2578","fantasy",3
"2579","fare",3
"2580","farther",3
"2581","fascinate",3
"2582","fault",3
"2583","favor",3
"2584","fence",3
"2585","fiery",3
"2586","figure",3
"2587","file",3
"2588","film",3
"2589","finest",3
"2590","flatline",3
"2591","flavor",3
"2592","fleas",3
"2593","fleet",3
"2594","flick",3
"2595","flock",3
"2596","floss",3
"2597","flutter",3
"2598","fond",3
"2599","food",3
"2600","foreskin",3
"2601","forgetful",3
"2602","frail",3
"2603","freestyle",3
"2604","freezer",3
"2605","frickin",3
"2606","frighten",3
"2607","frightful",3
"2608","fringe",3
"2609","frisco",3
"2610","frolic",3
"2611","fry",3
"2612","fucken",3
"2613","genius",3
"2614","ghostly",3
"2615","gloomy",3
"2616","glorious",3
"2617","glove",3
"2618","goldfish",3
"2619","golf",3
"2620","goliath",3
"2621","gong",3
"2622","gots",3
"2623","grain",3
"2624","granddad",3
"2625","granny",3
"2626","grasp",3
"2627","gretzky",3
"2628","grievin",3
"2629","grudge",3
"2630","guardian",3
"2631","gusto",3
"2632","gutter",3
"2633","haddie",3
"2634","hagar",3
"2635","hahaha",3
"2636","hallelujahs",3
"2637","hallowicked",3
"2638","halo",3
"2639","happiest",3
"2640","harp",3
"2641","haze",3
"2642","heartbreaker",3
"2643","hectic",3
"2644","heed",3
"2645","heights",3
"2646","hella",3
"2647","hero",3
"2648","hesitatin",3
"2649","highly",3
"2650","hiphop",3
"2651","hmhmhmhm",3
"2652","homeland",3
"2653","homie",3
"2654","honeybee",3
"2655","hoodoo",3
"2656","hopeless",3
"2657","hophophop",3
"2658","horizon",3
"2659","horseman",3
"2660","horseshoe",3
"2661","host",3
"2662","huggin",3
"2663","hunnids",3
"2664","hypnotize",3
"2665","hypochondriun",3
"2666","inch",3
"2667","include",3
"2668","indeedy",3
"2669","independent",3
"2670","indian",3
"2671","ingles",3
"2672","innocent",3
"2673","insult",3
"2674","intact",3
"2675","isle",3
"2676","jamaica",3
"2677","japan",3
"2678","jaw",3
"2679","jello",3
"2680","jellyfish",3
"2681","jive",3
"2682","jubilee",3
"2683","kanye",3
"2684","katcha",3
"2685","keeper",3
"2686","keyboard",3
"2687","killers",3
"2688","kissable",3
"2689","knot",3
"2690","knowledge",3
"2691","koochy",3
"2692","language",3
"2693","leap",3
"2694","lebron",3
"2695","lecuona",3
"2696","lemon",3
"2697","lethal",3
"2698","liable",3
"2699","licata",3
"2700","lightning",3
"2701","lilies",3
"2702","lipstick",3
"2703","lithuanians",3
"2704","llores",3
"2705","local",3
"2706","lone",3
"2707","looka",3
"2708","losers",3
"2709","loyal",3
"2710","maine",3
"2711","makeup",3
"2712","mamma",3
"2713","marathon",3
"2714","marble",3
"2715","marguarita",3
"2716","mark",3
"2717","mcfadden",3
"2718","mckenzie",3
"2719","measure",3
"2720","memorize",3
"2721","mere",3
"2722","miller",3
"2723","millions",3
"2724","miner",3
"2725","mink",3
"2726","miracle",3
"2727","miserable",3
"2728","mmmmm",3
"2729","mold",3
"2730","monkey",3
"2731","montego",3
"2732","moral",3
"2733","morals",3
"2734","mothafuckin",3
"2735","motion",3
"2736","motown",3
"2737","motto",3
"2738","mountainside",3
"2739","musicians",3
"2740","muskrat",3
"2741","mutiny",3
"2742","mystic",3
"2743","natchez",3
"2744","neat",3
"2745","neera",3
"2746","neighborhood",3
"2747","nickel",3
"2748","nightynight",3
"2749","ninety",3
"2750","ninetynine",3
"2751","nohow",3
"2752","noka",3
"2753","nook",3
"2754","normal",3
"2755","obama",3
"2756","odds",3
"2757","oldest",3
"2758","oompapah",3
"2759","oooh",3
"2760","ooooh",3
"2761","operator",3
"2762","oriental",3
"2763","original",3
"2764","overflow",3
"2765","overrate",3
"2766","packin",3
"2767","page",3
"2768","pal",3
"2769","patch",3
"2770","patiently",3
"2771","patrol",3
"2772","pattern",3
"2773","pause",3
"2774","pavement",3
"2775","peak",3
"2776","peas",3
"2777","peddle",3
"2778","pensive",3
"2779","permissible",3
"2780","perse",3
"2781","personal",3
"2782","peterson",3
"2783","pharmaceuticals",3
"2784","pipe",3
"2785","pistol",3
"2786","pitch",3
"2787","please",3
"2788","pleasures",3
"2789","plink",3
"2790","poetry",3
"2791","poets",3
"2792","poker",3
"2793","ponder",3
"2794","powder",3
"2795","practically",3
"2796","prescription",3
"2797","private",3
"2798","prose",3
"2799","protect",3
"2800","provide",3
"2801","pullin",3
"2802","puttin",3
"2803","racism",3
"2804","racist",3
"2805","random",3
"2806","rarest",3
"2807","receive",3
"2808","recognize",3
"2809","redding",3
"2810","rehearse",3
"2811","relations",3
"2812","relief",3
"2813","relive",3
"2814","reminder",3
"2815","rence",3
"2816","repertoire",3
"2817","rescue",3
"2818","resistance",3
"2819","rhythmic",3
"2820","richer",3
"2821","ridge",3
"2822","ripple",3
"2823","risk",3
"2824","risky",3
"2825","roads",3
"2826","robe",3
"2827","rockrockrock",3
"2828","rodgers",3
"2829","rooster",3
"2830","route",3
"2831","routine",3
"2832","rumpus",3
"2833","russian",3
"2834","sacred",3
"2835","safely",3
"2836","salty",3
"2837","sama",3
"2838","sanny",3
"2839","satin",3
"2840","saturday",3
"2841","saxophone",3
"2842","scent",3
"2843","scorch",3
"2844","searchin",3
"2845","seedy",3
"2846","sempre",3
"2847","sensible",3
"2848","servants",3
"2849","service",3
"2850","seventeen",3
"2851","sexy",3
"2852","shaker",3
"2853","shazza",3
"2854","shift",3
"2855","shoal",3
"2856","shooby",3
"2857","shoutin",3
"2858","siam",3
"2859","siamese",3
"2860","signifyin",3
"2861","silhouette",3
"2862","silky",3
"2863","silvery",3
"2864","siree",3
"2865","situation",3
"2866","skip",3
"2867","skirt",3
"2868","slam",3
"2869","slippers",3
"2870","slot",3
"2871","smack",3
"2872","smarty",3
"2873","smokin",3
"2874","snowflakes",3
"2875","snuggle",3
"2876","soak",3
"2877","soandso",3
"2878","sofa",3
"2879","sole",3
"2880","someway",3
"2881","sons",3
"2882","sore",3
"2883","souled",3
"2884","souls",3
"2885","southland",3
"2886","spacious",3
"2887","spanish",3
"2888","spare",3
"2889","speakin",3
"2890","spine",3
"2891","sponge",3
"2892","spoon",3
"2893","sportin",3
"2894","squaw",3
"2895","starlit",3
"2896","stayin",3
"2897","steer",3
"2898","stiff",3
"2899","strap",3
"2900","strongest",3
"2901","study",3
"2902","stump",3
"2903","stupid",3
"2904","succeed",3
"2905","summmer",3
"2906","sunburn",3
"2907","sunset",3
"2908","super",3
"2909","support",3
"2910","surrey",3
"2911","suspicion",3
"2912","swallow",3
"2913","swanny",3
"2914","swayin",3
"2915","sweatpants",3
"2916","sword",3
"2917","sycamore",3
"2918","syncopate",3
"2919","tales",3
"2920","tank",3
"2921","tanto",3
"2922","tavern",3
"2923","teenage",3
"2924","temper",3
"2925","term",3
"2926","tham",3
"2927","thankful",3
"2928","theirs",3
"2929","thelonious",3
"2930","thief",3
"2931","thirsty",3
"2932","thousands",3
"2933","tickle",3
"2934","tigers",3
"2935","timber",3
"2936","tint",3
"2937","tip",3
"2938","tombstone",3
"2939","tons",3
"2940","tool",3
"2941","trance",3
"2942","travelin",3
"2943","treetops",3
"2944","tribe",3
"2945","trick",3
"2946","trigger",3
"2947","trip",3
"2948","trombone",3
"2949","tropic",3
"2950","truer",3
"2951","twain",3
"2952","twas",3
"2953","twelfth",3
"2954","twine",3
"2955","tyou",3
"2956","ultra",3
"2957","underrate",3
"2958","undertaker",3
"2959","undo",3
"2960","undying",3
"2961","unlucky",3
"2962","update",3
"2963","vacation",3
"2964","vaguely",3
"2965","valve",3
"2966","venice",3
"2967","vibes",3
"2968","virgin",3
"2969","visions",3
"2970","vivaldi",3
"2971","volume",3
"2972","wacky",3
"2973","wahwah",3
"2974","waist",3
"2975","wanderin",3
"2976","warriors",3
"2977","waterfall",3
"2978","weddin",3
"2979","wellschooled",3
"2980","whilst",3
"2981","whiskey",3
"2982","whoahohohohoho",3
"2983","wider",3
"2984","widow",3
"2985","wipe",3
"2986","wishful",3
"2987","wishin",3
"2988","witch",3
"2989","woaa",3
"2990","woho",3
"2991","wond",3
"2992","wool",3
"2993","woowoo",3
"2994","wordland",3
"2995","worthwhile",3
"2996","wound",3
"2997","wrath",3
"2998","wrestle",3
"2999","writer",3
"3000","yaaah",3
"3001","yawn",3
"3002","youre",3
"3003","å­",2
"3004","åˆ",2
"3005","ªå",2
"3006","abbraciata",2
"3007","abdomen",2
"3008","abey",2
"3009","abig",2
"3010","aboard",2
"3011","aby",2
"3012","acallin",2
"3013","accent",2
"3014","accountant",2
"3015","accuse",2
"3016","achin",2
"3017","active",2
"3018","adventure",2
"3019","advice",2
"3020","æˆ‘å",2
"3021","aechoin",2
"3022","afallin",2
"3023","affright",2
"3024","aflame",2
"3025","afterglow",2
"3026","age",2
"3027","aget",2
"3028","agoin",2
"3029","agreement",2
"3030","ahbetter",2
"3031","ahey",2
"3032","ahora",2
"3033","ajust",2
"3034","akissin",2
"3035","akissing",2
