"","unigram","n"
"650","sigh",58
"651","sugar",58
"652","table",58
"653","drum",57
"654","fish",57
"655","golden",57
"656","mornin",57
"657","secret",57
"658","thrill",57
"659","clothe",56
"660","hit",56
"661","jive",56
"662","lifetime",56
"663","papa",56
"664","tall",56
"665","wander",56
"666","wash",56
"667","weather",56
"668","worse",56
"669","bell",55
"670","bend",55
"671","clock",55
"672","crack",55
"673","decide",55
"674","difference",55
"675","gather",55
"676","later",55
"677","refuse",55
"678","sisters",55
"679","struggle",55
"680","turnin",55
"681","confusion",54
"682","family",54
"683","fantasy",54
"684","instrumental",54
"685","pussy",54
"686","sake",54
"687","solo",54
"688","battle",53
"689","bust",53
"690","fact",53
"691","mystery",53
"692","nature",53
"693","paint",53
"694","rainy",53
"695","rockin",53
"696","safe",53
"697","special",53
"698","sweat",53
"699","workin",53
"700","chase",52
"701","cheat",52
"702","dime",52
"703","figure",52
"704","flesh",52
"705","heal",52
"706","hungry",52
"707","name",52
"708","short",52
"709","twice",52
"710","vision",52
"711","cost",51
"712","cream",51
"713","crime",51
"714","dust",51
"715","explain",51
"716","grab",51
"717","jungle",51
"718","mighty",51
"719","rhythm",51
"720","roses",51
"721","shape",51
"722","speed",51
"723","animal",50
"724","christmas",50
"725","coffee",50
"726","dollar",50
"727","melt",50
"728","mister",50
"729","movin",50
"730","outta",50
"731","private",50
"732","softly",50
"733","teardrops",50
"734","ticket",50
"735","wise",50
"736","angels",49
"737","beg",49
"738","bore",49
"739","crown",49
"740","funky",49
"741","grey",49
"742","holdin",49
"743","horse",49
"744","lean",49
"745","medicine",49
"746","neck",49
"747","pure",49
"748","root",49
"749","sunset",49
"750","fail",48
"751","fallin",48
"752","leavin",48
"753","middle",48
"754","mississippi",48
"755","oohooh",48
"756","ought",48
"757","souls",48
"758","tick",48
"759","tide",48
"760","tough",48
"761","zone",48
"762","business",47
"763","company",47
"764","ears",47
"765","float",47
"766","higher",47
"767","quick",47
"768","sacred",47
"769","sink",47
"770","stream",47
"771","stuff",47
"772","thunder",47
"773","trail",47
"774","wire",47
"775","bang",46
"776","bottle",46
"777","chicken",46
"778","coat",46
"779","fake",46
"780","flower",46
"781","groovy",46
"782","modern",46
"783","season",46
"784","slide",46
"785","strangers",46
"786","surround",46
"787","thee",46
"788","bite",45
"789","endless",45
"790","field",45
"791","flat",45
"792","food",45
"793","harder",45
"794","machine",45
"795","revolution",45
"796","seat",45
"797","silence",45
"798","strength",45
"799","sweeter",45
"800","view",45
"801","beach",44
"802","beauty",44
"803","bury",44
"804","celebrate",44
"805","circle",44
"806","comfort",44
"807","hollywood",44
"808","lazy",44
"809","main",44
"810","moments",44
"811","older",44
"812","pour",44
"813","rock",44
"814","sadness",44
"815","sons",44
"816","south",44
"817","stage",44
"818","stealin",44
"819","suit",44
"820","tellin",44
"821","beneath",43
"822","calm",43
"823","carry",43
"824","chair",43
"825","chill",43
"826","claim",43
"827","complete",43
"828","confuse",43
"829","distant",43
"830","foolish",43
"831","hero",43
"832","iron",43
"833","lift",43
"834","madness",43
"835","noise",43
"836","plain",43
"837","shore",43
"838","standin",43
"839","suppose",43
"840","ã",42
"841","american",42
"842","aside",42
"843","bongo",42
"844","cast",42
"845","dreamin",42
"846","grand",42
"847","history",42
"848","nation",42
"849","plant",42
"850","roads",42
"851","situation",42
"852","sunday",42
"853","tryna",42
"854","whoah",42
"855","wonderful",42
"856","backstreets",41
"857","bank",41
"858","breakin",41
"859","destiny",41
"860","destroy",41
"861","echo",41
"862","grass",41
"863","lightning",41
"864","preacher",41
"865","rush",41
"866","awake",40
"867","block",40
"868","buy",40
"869","choice",40
"870","coast",40
"871","force",40
"872","impossible",40
"873","knife",40
"874","licorice",40
"875","lunacy",40
"876","murder",40
"877","ohoh",40
"878","reel",40
"879","shirt",40
"880","spanish",40
"881","suddenly",40
"882","texas",40
"883","tremble",40
"884","vain",40
"885","watchin",40
"886","weary",40
"887","week",40
"888","yellow",40
"889","zion",40
"890","bitter",39
"891","bloody",39
"892","bother",39
"893","burnin",39
"894","chicago",39
"895","concrete",39
"896","conversation",39
"897","cruise",39
"898","gain",39
"899","glow",39
"900","nerve",39
"901","reveal",39
"902","rough",39
"903","steppin",39
"904","sunlight",39
"905","autumn",38
"906","beggar",38
"907","borrow",38
"908","cowboy",38
"909","cruel",38
"910","doors",38
"911","goodnight",38
"912","hotel",38
"913","load",38
"914","mend",38
"915","moan",38
"916","motion",38
"917","screen",38
"918","simmer",38
"919","stare",38
"920","store",38
"921","strip",38
"922","trap",38
"923","twist",38
"924","uncle",38
"925","universe",38
"926","weekend",38
"927","zilla",38
"928","angry",37
"929","attitude",37
"930","distance",37
"931","electric",37
"932","imagine",37
"933","lot",37
"934","march",37
"935","nearly",37
"936","passion",37
"937","peach",37
"938","police",37
"939","rivers",37
"940","shade",37
"941","sooner",37
"942","teacher",37
"943","telephone",37
"944","whip",37
"945","aren",36
"946","awhile",36
"947","capture",36
"948","congo",36
"949","course",36
"950","dash",36
"951","flight",36
"952","island",36
"953","joke",36
"954","pity",36
"955","prayer",36
"956","put",36
"957","social",36
"958","station",36
"959","teeth",36
"960","valley",36
"961","whistle",36
"962","worst",36
"963","boom",35
"964","cage",35
"965","clown",35
"966","despair",35
"967","disguise",35
"968","enjoy",35
"969","faster",35
"970","gods",35
"971","haunt",35
"972","jail",35
"973","kingdom",35
"974","kings",35
"975","part",35
"976","piano",35
"977","pillow",35
"978","sin",35
"979","society",35
"980","spit",35
"981","stories",35
"982","swallow",35
"983","tumble",35
"984","younger",35
"985","bar",34
"986","cloudy",34
"987","curse",34
"988","everlasting",34
"989","gift",34
"990","handle",34
"991","hook",34
"992","illusion",34
"993","kinda",34
"994","kitchen",34
"995","kong",34
"996","lyin",34
"997","mount",34
"998","naked",34
"999","needle",34
"1000","pleasure",34
"1001","plenty",34
"1002","secrets",34
"1003","spoon",34
"1004","stain",34
"1005","stupid",34
"1006","throne",34
"1007","unnu",34
"1008","waltz",34
"1009","amaze",33
"1010","anybody",33
"1011","club",33
"1012","colour",33
"1013","deny",33
"1014","dumb",33
"1015","fame",33
"1016","final",33
"1017","gentle",33
"1018","harm",33
"1019","jamaica",33
"1020","lalala",33
"1021","legs",33
"1022","mystic",33
"1023","pound",33
"1024","quiet",33
"1025","reflection",33
"1026","ridin",33
"1027","spark",33
"1028","vibrations",33
"1029","will",33
"1030","wreck",33
"1031","beware",32
"1032","bloom",32
"1033","boss",32
"1034","brave",32
"1035","creep",32
"1036","cure",32
"1037","deface",32
"1038","doop",32
"1039","draggin",32
"1040","east",32
"1041","hardly",32
"1042","justice",32
"1043","lesson",32
"1044","local",32
"1045","problem",32
"1046","quickly",32
"1047","range",32
"1048","roam",32
"1049","shatter",32
"1050","shed",32
"1051","singer",32
"1052","southern",32
"1053","steel",32
"1054","tail",32
"1055","warmth",32
"1056","york",32
"1057","able",31
"1058","ash",31
"1059","attack",31
"1060","captain",31
"1061","china",31
"1062","compare",31
"1063","concern",31
"1064","drivin",31
"1065","fuckin",31
"1066","heavenly",31
"1067","holiday",31
"1068","homicide",31
"1069","monday",31
"1070","neighbor",31
"1071","nose",31
"1072","pocket",31
"1073","rearrange",31
"1074","release",31
"1075","score",31
"1076","simply",31
"1077","slap",31
"1078","square",31
"1079","surrender",31
"1080","sweetheart",31
"1081","africa",30
"1082","astray",30
"1083","beer",30
"1084","deceive",30
"1085","louisiana",30
"1086","press",30
"1087","prison",30
"1088","probably",30
"1089","scratch",30
"1090","sheriff",30
"1091","shoo",30
"1092","smart",30
"1093","steady",30
"1094","steam",30
"1095","superman",30
"1096","sword",30
"1097","truly",30
"1098","union",30
"1099","ache",29
"1100","bean",29
"1101","behold",29
"1102","busy",29
"1103","career",29
"1104","class",29
"1105","creepin",29
"1106","diamonds",29
"1107","divine",29
"1108","drug",29
"1109","edge",29
"1110","favorite",29
"1111","frighten",29
"1112","fruit",29
"1113","hail",29
"1114","halfway",29
"1115","inspiration",29
"1116","lately",29
"1117","pickin",29
"1118","set",29
"1119","shouldn",29
"1120","swim",29
"1121","tease",29
"1122","tower",29
"1123","toy",29
"1124","underground",29
"1125","vampire",29
"1126","wicked",29
"1127","animals",28
"1128","applejack",28
"1129","cars",28
"1130","chew",28
"1131","dock",28
"1132","dreamer",28
"1133","dude",28
"1134","foot",28
"1135","havin",28
"1136","image",28
"1137","muzorewi",28
"1138","north",28
"1139","order",28
"1140","orleans",28
"1141","pair",28
"1142","peaceful",28
"1143","roar",28
"1144","sheep",28
"1145","skate",28
"1146","spare",28
"1147","stretch",28
"1148","stumble",28
"1149","theme",28
"1150","whoo",28
"1151","wisdom",28
"1152","afternoon",27
"1153","agree",27
"1154","bill",27
"1155","candle",27
"1156","couple",27
"1157","daily",27
"1158","dirt",27
"1159","dues",27
"1160","embrace",27
"1161","eternity",27
"1162","exactly",27
"1163","flood",27
"1164","greatest",27
"1165","guy",27
"1166","hat",27
"1167","heel",27
"1168","jealousy",27
"1169","pin",27
"1170","please",27
"1171","purple",27
"1172","realise",27
"1173","rope",27
"1174","rumble",27
"1175","sleepin",27
"1176","stack",27
"1177","supply",27
"1178","treasure",27
"1179","truck",27
"1180","unfold",27
"1181","abuse",26
"1182","admit",26
"1183","birth",26
"1184","buffalo",26
"1185","chant",26
"1186","cook",26
"1187","cut",26
"1188","desert",26
"1189","easily",26
"1190","emotions",26
"1191","emptiness",26
"1192","exist",26
"1193","form",26
"1194","hallelujah",26
"1195","inch",26
"1196","indian",26
"1197","knockin",26
"1198","lala",26
"1199","legend",26
"1200","marry",26
"1201","mongoloid",26
"1202","motor",26
"1203","notice",26
"1204","offer",26
"1205","path",26
"1206","rotten",26
"1207","satisfaction",26
"1208","settle",26
"1209","shelter",26
"1210","shift",26
"1211","shiver",26
"1212","spoil",26
"1213","squeeze",26
"1214","suffragette",26
"1215","superstitious",26
"1216","tennessee",26
"1217","trade",26
"1218","victory",26
"1219","zimbabwe",26
"1220","anytime",25
"1221","bigger",25
"1222","certain",25
"1223","cheap",25
"1224","cheek",25
"1225","cheese",25
"1226","childhood",25
"1227","cigarette",25
"1228","cigarettes",25
"1229","curtain",25
"1230","date",25
"1231","direction",25
"1232","drip",25
"1233","earn",25
"1234","ecstasy",25
"1235","expect",25
"1236","freak",25
"1237","gamble",25
"1238","grin",25
"1239","heartbreak",25
"1240","hoe",25
"1241","honky",25
"1242","houston",25
"1243","lack",25
"1244","last",25
"1245","losin",25
"1246","louder",25
"1247","mambo",25
"1248","memphis",25
"1249","metal",25
"1250","milk",25
"1251","movie",25
"1252","problems",25
"1253","rainbows",25
"1254","ramblin",25
"1255","respect",25
"1256","restless",25
"1257","saviour",25
"1258","scatter",25
"1259","silly",25
"1260","sunrise",25
"1261","toss",25
"1262","tread",25
"1263","unknown",25
"1264","victim",25
"1265","wed",25
"1266","windows",25
"1267","yearn",25
"1268","batter",24
"1269","chance",24
"1270","clap",24
"1271","create",24
"1272","daybreak",24
"1273","deeper",24
"1274","demon",24
"1275","deserve",24
"1276","emotion",24
"1277","english",24
"1278","finish",24
"1279","flyin",24
"1280","fresh",24
"1281","friday",24
"1282","frown",24
"1283","gently",24
"1284","guarantee",24
"1285","haze",24
"1286","heartaches",24
"1287","hurricane",24
"1288","keepin",24
"1289","lullaby",24
"1290","mix",24
"1291","oooo",24
"1292","poison",24
"1293","public",24
"1294","relax",24
"1295","revenge",24
"1296","rifle",24
"1297","seas",24
"1298","shinin",24
"1299","snake",24
"1300","split",24
"1301","spoonful",24
"1302","sway",24
"1303","sweetest",24
"1304","switch",24
"1305","travelin",24
"1306","trick",24
"1307","violence",24
"1308","weren",24
"1309","winner",24
"1310","abandon",23
"1311","afford",23
"1312","arrive",23
"1313","avenue",23
"1314","be",23
"1315","bedroom",23
"1316","boat",23
"1317","bold",23
"1318","boundaries",23
"1319","brighter",23
"1320","bucket",23
"1321","chop",23
"1322","culture",23
"1323","dog",23
"1324","erase",23
"1325","goodies",23
"1326","hood",23
"1327","horn",23
"1328","kalimba",23
"1329","laws",23
"1330","leather",23
"1331","liberty",23
"1332","measure",23
"1333","meat",23
"1334","moonlight",23
"1335","narrow",23
"1336","pant",23
"1337","parent",23
"1338","pawn",23
"1339","photograph",23
"1340","plead",23
"1341","pointless",23
"1342","possess",23
"1343","protect",23
"1344","protection",23
"1345","quarter",23
"1346","seal",23
"1347","shack",23
"1348","shop",23
"1349","starve",23
"1350","sticky",23
"1351","tonk",23
"1352","undo",23
"1353","void",23
"1354","worlds",23
"1355","alibi",22
"1356","asleep",22
"1357","bandstand",22
"1358","bein",22
"1359","biggest",22
"1360","birthday",22
"1361","carpet",22
"1362","command",22
"1363","conquer",22
"1364","conscience",22
"1365","diggin",22
"1366","everytime",22
"1367","explode",22
"1368","false",22
"1369","fault",22
"1370","fragile",22
"1371","grip",22
"1372","hangin",22
"1373","hummingbird",22
"1374","knee",22
"1375","lend",22
"1376","lick",22
"1377","list",22
"1378","mile",22
"1379","mood",22
"1380","nervous",22
"1381","ooooh",22
"1382","planet",22
"1383","potato",22
"1384","present",22
"1385","prime",22
"1386","rage",22
"1387","religion",22
"1388","rely",22
"1389","rob",22
"1390","sacrifice",22
"1391","saint",22
"1392","scheme",22
"1393","sensation",22
"1394","sentence",22
"1395","shoulda",22
"1396","size",22
"1397","slidin",22
"1398","swearin",22
"1399","sympathy",22
"1400","thou",22
"1401","uhhuh",22
"1402","unkind",22
"1403","weight",22
"1404","whiskey",22
"1405","wound",22
"1406","age",21
"1407","alabama",21
"1408","anger",21
"1409","bag",21
"1410","beggin",21
"1411","bluebird",21
"1412","breathless",21
"1413","bullet",21
"1414","burden",21
"1415","cake",21
"1416","ceiling",21
"1417","chime",21
"1418","clearly",21
"1419","complain",21
"1420","cotton",21
"1421","dingaling",21
"1422","disgrace",21
"1423","dobbie",21
"1424","doom",21
"1425","enter",21
"1426","entertain",21
"1427","flake",21
"1428","fry",21
"1429","greed",21
"1430","guilty",21
"1431","hammer",21
"1432","happiest",21
"1433","heartbeat",21
"1434","heroes",21
"1435","hesitate",21
"1436","holler",21
"1437","honeycomb",21
"1438","information",21
"1439","jealous",21
"1440","jeans",21
"1441","language",21
"1442","large",21
"1443","leader",21
"1444","millions",21
"1445","month",21
"1446","pilot",21
"1447","pool",21
"1448","prepare",21
"1449","presence",21
"1450","remake",21
"1451","riders",21
"1452","rodeo",21
"1453","sailin",21
"1454","shelf",21
"1455","sweep",21
"1456","tension",21
"1457","toe",21
"1458","wonderin",21
"1459","woods",21
"1460","yell",21
"1461","african",20
"1462","alcohol",20
"1463","ashanti",20
"1464","attention",20
"1465","await",20
"1466","aware",20
"1467","boot",20
"1468","center",20
"1469","century",20
"1470","chest",20
"1471","condition",20
"1472","confess",20
"1473","courage",20
"1474","cowboys",20
"1475","crave",20
"1476","creation",20
"1477","depend",20
"1478","dollars",20
"1479","eagle",20
"1480","equal",20
"1481","eternal",20
"1482","familiar",20
"1483","farewell",20
"1484","heartbreaker",20
"1485","heavens",20
"1486","howl",20
"1487","irreplaceable",20
"1488","knowledge",20
"1489","lordy",20
"1490","mail",20
"1491","mexico",20
"1492","nananow",20
"1493","oblio",20
"1494","oohwee",20
"1495","publish",20
"1496","pump",20
"1497","quicklime",20
"1498","replace",20
"1499","righteous",20
"1500","roof",20
"1501","saigon",20
"1502","salvation",20
"1503","soap",20
"1504","steer",20
"1505","tenderly",20
"1506","thieve",20
"1507","total",20
"1508","uhuh",20
"1509","unite",20
"1510","universal",20
"1511","vocals",20
"1512","yesterdays",20
"1513","advice",19
"1514","arizona",19
"1515","ashamed",19
"1516","bare",19
"1517","berlin",19
"1518","border",19
"1519","bounce",19
"1520","brighten",19
"1521","bull",19
"1522","bush",19
"1523","cane",19
"1524","caress",19
"1525","cell",19
"1526","cocaine",19
"1527","cornbread",19
"1528","crush",19
"1529","daydream",19
"1530","demand",19
"1531","desperate",19
"1532","discover",19
"1533","downtown",19
"1534","fare",19
"1535","fore",19
"1536","gaze",19
"1537","glue",19
"1538","grande",19
"1539","greet",19
"1540","honour",19
"1541","indians",19
"1542","jerk",19
"1543","journey",19
"1544","lettin",19
"1545","majesty",19
"1546","material",19
"1547","mistress",19
"1548","mole",19
"1549","montana",19
"1550","nail",19
"1551","nanana",19
"1552","noon",19
"1553","obvious",19
"1554","oldfashioned",19
"1555","peas",19
"1556","person",19
"1557","pipe",19
"1558","plaster",19
"1559","pop",19
"1560","punks",19
"1561","rare",19
"1562","recognize",19
"1563","rent",19
"1564","ruin",19
"1565","signal",19
"1566","smash",19
"1567","soothe",19
"1568","stairs",19
"1569","struttin",19
"1570","tale",19
"1571","test",19
"1572","theres",19
"1573","twilight",19
"1574","unwind",19
"1575","vein",19
"1576","vietnam",19
"1577","waterloo",19
"1578","whoaohoh",19
"1579","allow",18
"1580","apartheid",18
"1581","avoid",18
"1582","bath",18
"1583","cadillac",18
"1584","champion",18
"1585","choke",18
"1586","choo",18
"1587","cities",18
"1588","colder",18
"1589","crook",18
"1590","dare",18
"1591","deaf",18
"1592","department",18
"1593","disease",18
"1594","divorce",18
"1595","dyin",18
"1596","dynamite",18
"1597","eat",18
"1598","enemy",18
"1599","energy",18
"1600","excuse",18
"1601","flip",18
"1602","funkifize",18
"1603","fuss",18
"1604","generation",18
"1605","guard",18
"1606","headline",18
"1607","hearin",18
"1608","jelly",18
"1609","jones",18
"1610","joy",18
